id,price,moonRank,💎 score (%),storeURL,accessories,division,extra,eyes,hair,mouth,outfit,skin
2461,0.9,3809,58.61,https://magiceden.io/item-details/BtUM84xdaj6Upk1SL2YeEyfESRTwHbbHFJhXeDnZVix7,green neon bars,industrial,none,neon red,white slicked back,oni mask,saiba t shirt,default
2467,3.7,299,62.21,https://solanart.io/search/?token=8JNHdh1rLadqSatGdVGxuXCPNRDi9A5FtpNezs85N4aY,studs,industrial,black katana,augmented shades,short purple fade,default,punk,bionic
2469,0.22,3033,72.39,https://magiceden.io/item-details/MLDXZHgXzSirPpEgZV1Nars9urNvRoydmmGAqVEBitk,none,portside,none,emerald green,black top knot,cyber vampire,brawler,gunmetal
2478,7,3262,2.53,https://solanart.io/search/?token=DfRT4kbmFxVyDVYatnkny1cVeRN9Gwsg8DJV4yCfTVcf,studs,industrial,none,neon green,black long,cyber fangs,paladin,default
2501,0.69,4396,55.42,https://solanart.io/search/?token=iKJqP5MtGeHJt4AS5yeAWXhVUNsAEUhEL47zCVCr98s,none,portside,none,neon green,blue spikey short,default,rider,crimson
2524,0.8,2138,74.65,https://solanart.io/search/?token=2A3pd3iTAW34hCNoCWT84tvTXmC2iHAYn62d1A6sqfWF,red neon bars,night,black katana,night vision,middle part black,default,rider,crimson
2539,0.4,2678,73.79,https://solanart.io/search/?token=6eCDxrXkQwXnAeLDeevM5qTNm5RefeZaGDW17dJSUdzp,none,night,double neon katanas,neon blue,short white fade,cyber vampire,saiba t shirt,crimson
2566,6,2386,20.42,https://solanart.io/search/?token=Gwz1tzX9vLJ3x1TZnyeP5WdKoJ8AN64D9R5pQqtrz2ck,studs,industrial,black katana,neon green,middle part black,radioactive mask,punk,gunmetal
2569,0.79,1170,83.47,https://magiceden.io/item-details/AJiBHHNu21doM6bAa9FxrLUKfv4gQDLBFQisfrBA8wna,none,dregs,none,black and yellow,middle part black,cyber fangs,bruiser,booster
2571,99,2618,0,https://solanart.io/search/?token=2gHzhjVvyL7qyiQgDrcqXTyUa72fYx8BymbtBkQfugWR,kunai,dregs,none,neon blue green,middle part black and white,smoking,tech jacket,default
2574,0.47,2796,72.03,https://magiceden.io/item-details/71q7BchWCNjNvhmX3Lutk9pgq6oeaH1czpofxksNAJ2w,studs,industrial,black katana,black,black top knot,radioactive mask,rider,scars
2582,0.3,1506,85.34,https://magiceden.io/item-details/AQcTFRnNMwN2tapnsJj5sfY7vXRvDGHVs5Q3WaCryrrt,blue neon bars,portside,neon katana,emerald green,black long,oni mask,saiba t shirt,crimson
2583,2.7,167,73.4,https://magiceden.io/item-details/5cRuJzXNBMXuVMBjuUnD94TSFHzuHv7bn65eWogETm8M,green neon bars,portside,none,neon green,blue top knot,akuma mask,rider,ambernetic
2584,0.79,487,89.62,https://magiceden.io/item-details/3i5BPyjY6v65TAPFxifzedn5yDbCxSs4gPVuBNx6j6zb,studs,dregs,coil swords,candy,middle part yellow,side grin,saiba hoodie,primal
2585,15,1198,0,https://solanart.io/search/?token=8bwzNa6U78RPoPp5cXdREN9nvM8YsoFTyTvkA4cz7yNu,none,night,double black katana,saiba x,middle part yellow,default,saiba hoodie,purple tattoos
2587,0.3,2948,72.36,https://solanart.io/search/?token=4uc4i75rc2gszMzqiGMpqfffFj6sEYiwAyohp6wT1HXE,studs,dregs,black katana,neon blue,black long,smoking,robo arms,default
2593,0.666,3744,61.53,https://magiceden.io/item-details/wpcGEviVRVTZGXnVkA9pdFJ3GrdM6XgbTMNJbYj9iK5,studs,dregs,none,black,black top knot,default,bruiser,gunmetal
2601,0.88,2997,66.12,https://magiceden.io/item-details/GL2ZVrm27DuaLU7nJQEKbShumezwEX865ewVH5Sy5GPT,none,portside,coil swords,neon green,blue top knot,default,bruiser,default
2606,3.28,328,66.15,https://solanart.io/search/?token=4ZpPnZDT6Vz6bfFEP2o3iNT3m1c3SbkGKVMD2nsJW5Z8,kunai,portside,charge swords,black,short red and black,default,punk,primal
2616,10,3467,0,https://solanart.io/search/?token=EYafxtCf3rHUmJgSVBiF4uExjKowAhKL29Hrvj8qdTZJ,none,portside,black katana,neon green,white slicked back,lollipop,adventure,crimson
2620,2,1363,69.63,https://magiceden.io/item-details/GY2axuX2TZo5wbiwybCNLjgMqPXdTd8xyBk3DfDMDGqm,green neon bars,industrial,double neon katanas,black,short purple fade,radioactive mask,adventure,default
2621,1.3,2461,66.74,https://magiceden.io/item-details/H5Gq2F1uws9DwpsS6R3aqY3h82KiwvZvAp42PZeXjR1C,none,industrial,black katana,neon green,white slicked back,fearmonger mask,tech jacket,purple tattoos
2622,1.5,3305,57.15,https://magiceden.io/item-details/F92v9QxHYVAqdgmESByJnhYXgstFQ3L3UqU2KoHjCYXp,studs,dregs,none,neon green,short red and black,cyber fangs,paladin,default
2623,1,3047,64.47,https://magiceden.io/item-details/7MMNuYZhH8n26CwY4wvMZBWpovA4Q98pCGqzL2cn1TrJ,red neon bars,industrial,neon katana,neon blue,white slicked back,default,guardian,default
2625,3,354,68.71,https://solanart.io/search/?token=DHVVSgMtwGivfaPk3RPsodRJYtjBADdWanC6yKop78bQ,blue neon bars,industrial,double black katana,black,black bob,shuriken mask,knight,purple tattoos
2627,1,3418,61.13,https://solanart.io/search/?token=Ge4RK1xgwpy8bAfhSddvZKUbpmwAtCd2r3UX9yrXB1Y8,none,industrial,none,neon red,spikey red,cyber fangs,knight,green tattoos
2636,7.5,481,22.57,https://solanart.io/search/?token=77bNaaCfzJjSp1zv9ahMo4B3Mp9FdDyNvXmc7VzzqxeG,none,night,double black katana,emerald green,short purple and black,side grin,assassin,default
2640,2,4068,45.28,https://solanart.io/search/?token=Ln69oS1QnDsJPkkXMq7jVQZBEuiFW3Bt6fnPpoLZ3Vr,none,dregs,none,neon blue,short red and black,fearmonger mask,adventure,default
2648,5,1039,42.55,https://solanart.io/search/?token=GcqxDkiwfG9rDq3sawGNC8jsjdvcX5PGShJNz19tYARy,red neon bars,industrial,black katana,night vision,blue spikey short,shuriken mask,saiba t shirt,implants
2649,5,3895,16.83,https://solanart.io/search/?token=EHUkaQiiA7Z3pKuwuRE7p3C1U6oKNcXd1GqoCHTU7j9Q,none,portside,neon katana,neon green,short red and black,lollipop,rider,implants
2667,1.4,1525,74.17,https://solanart.io/search/?token=2uGq7MWeip8CznaPgJt3ZZLcfmgn2unbyjUhzHz33SFK,none,night,black katana,candy,short white,oni mask,knight,cyan
2669,5,77,51.21,https://magiceden.io/item-details/BDqm1FYHeTs6x8WUAhRtYVdXmSoXb7W7cJa3v2BBvKVQ,kunai,night,black katana,sapphire blue,black long,shuriken mask,monk,scars
2671,2.75,145,73.09,https://magiceden.io/item-details/3hJRzZfEMayXipSmyjpSB3ys9Kdzxx9kkFA9tYbEBuFD,studs,industrial,none,gold diamond,mohawk,radioactive mask,inquisitor,booster
2675,0.42,3348,67.56,https://magiceden.io/item-details/12KmhjC1tdGEjkxSHiTQQu5JfMCrRyFNFwntwXPE8nxL,none,night,neon katana,neon green,short white fade,lollipop,brawler,cyan
2676,1.1,2589,67.59,https://solanart.io/search/?token=GNt6G44KdVHosfNCsENPgHWDJrvrSsFFdCsbX5CRnVPt,none,dregs,neon katana,neon blue green,middle part black and white,lollipop,brawler,implants
2680,1.28,1328,77.14,https://solanart.io/search/?token=3S1MKc2KfkBqtdXRswhys49dV76U4MPhmUwkFNwo9YEQ,green neon bars,dregs,black katana,black,middle part yellow,radioactive mask,paladin,gunmetal
2687,1.5,2496,64.43,https://solanart.io/search/?token=HCn7Ckk5v6rXSgdvFakYzogVaZaBoQN1rtwjerkPXtKR,none,dregs,neon katana,neon blue,black top knot,cyber vampire,amplifier,primal
2697,15,153,0,https://magiceden.io/item-details/6hE71XGvCmFEcWNRjHic9S1qCGm9eiW2mmVumkYRasAt,blue neon bars,night,black katana,robotic,red slicked back,smoking,knight,toxic
2702,25,538,0,https://solanart.io/search/?token=FXgrVrLCTeWXAdjFZCYDfcP3UgYK6uxxcu2rrisuSLa,studs,portside,coil swords,black,spikey red,shuriken mask,saiba hoodie,striker
2709,3.5,977,58.1,https://solanart.io/search/?token=6pu5hggLD9UFk2yb78b8suTsmun1okYnoVo28joPtnD6,green neon bars,night,double black katana,sapphire blue,blue top knot,smoking,tech jacket,default
2719,1.2,3833,55.39,https://magiceden.io/item-details/5oLbTUwjQLg5h8jZZfLgcgXWoEjvsGWbFs4cspbSyAvn,none,night,none,candy,short white fade,lollipop,robo arms,default
2731,0.88,2064,74.52,https://magiceden.io/item-details/EpUjo354FeNrws2vRB93zJWmyCH5nXzfJDxwJJaXG5ms,studs,dregs,neon katana,neon red,short purple and black,radioactive mask,adventure,gunmetal
2736,1.2,1831,73.42,https://solanart.io/search/?token=DFtCqU9ZyHtHMA67i32Mmhpo1MHiuzfjjgixbN1HYBgA,green neon bars,industrial,double neon katanas,black,short black and grey,cyber vampire,robo arms,default
2737,0.45,3673,64.33,https://magiceden.io/item-details/3yvaE9rAEufFchVvP4nMUvmjPZsvgvfrt9BCHx16cUU6,studs,dregs,none,neon red,short blue,side grin,tech jacket,crimson
2739,1.1,3333,60.89,https://solanart.io/search/?token=GSpbQam6hzpMGnd6xTXEiLnYS8SMugQ8FF49HMj5tjbU,none,industrial,black katana,black,blue spikey short,side grin,adventure,green tattoos
2740,1.2,3152,61.52,https://solanart.io/search/?token=BsCG6a73vnEEev4VBqv7esXnWKPurWYMF5i9F5LabgiA,none,industrial,neon katana,neon blue,black bob,cyber vampire,saiba hoodie,purple tattoos
2741,1.2,2854,64.21,https://solanart.io/search/?token=BbbqnrDuEXnt2g7UyjLeWTgWrAVUJBnvcFsZHJ4Zksy6,red neon bars,night,none,augmented shades,middle part black and white,default,tech jacket,crimson
2743,1.2,2644,66.1,https://solanart.io/search/?token=6gXaF8szgdBGmTbS97YYgCrLtSii6engwDUUfqxTT9cv,green neon bars,portside,none,emerald green,spikey red,cyber fangs,brawler,default
2748,2,1488,68.5,https://solanart.io/search/?token=5G27XPfRhGAnc6R5oin44u9c4WzYtyiWoCkh7E6RoHad,red neon bars,night,neon katana,emerald green,middle part black and white,cyber fangs,bruiser,default
2749,1,3425,61.06,https://solanart.io/search/?token=7AmAyf5LxHpgd8HatuV9KtLu2wr8KmwWUHn4vSS3Eons,none,dregs,double neon katanas,neon green,short purple fade,side grin,rider,default
2751,1,1407,79.23,https://solanart.io/search/?token=CZmgSZSgVJ2QjaqsXQfMyFhFhpgR1C4TbWEW822rgLuz,blue neon bars,dregs,neon katana,neon green,short firey red,oni mask,saiba t shirt,booster
2752,1.25,1940,71.93,https://solanart.io/search/?token=9PxjwYQnaZtYQk1c2npsVxG2iTvRptrBMf1VV7wSjQjU,none,portside,double black katana,neon blue green,black bob,cyber vampire,adventure,default
2753,1.1,332,87.91,https://solanart.io/search/?token=5pvrK5Nosubfksgbm8WFPEFGAQgpuAUrFNCzpXoFKDB2,studs,industrial,double neon katanas,sapphire blue,red slicked back,smoking,tech jacket,toxic
2756,6.7,1752,19.13,https://solanart.io/search/?token=EERRRfUVDgqjzBsiUCZeesvpWoHgFwBDXLJNhvecm43q,none,night,neon katana,neon green,black long,shuriken mask,knight,purple tattoos
2757,1,3030,64.62,https://solanart.io/search/?token=ngE1SfqL1jzBUNpadu7M6EVkRMhtVV7F2B6EV5x64fg,none,dregs,black katana,neon red,short purple fade,zomie mask,rider,gunmetal
2775,4.9,416,49.15,https://solanart.io/search/?token=7eMRAo35sdfp2pwbKKDCjAz4xfHNEmd1AAKJ3qEnVPwL,green neon bars,night,neon katana,neon red,black top knot,lollipop,saiba hoodie,bionic
2782,1.2,2063,71.33,https://magiceden.io/item-details/48FAo5HBZRrhHdLqr9DhCqLk5jhFyehuZezi2WwEEBZy,red neon bars,industrial,none,saiba x,red slicked back,lollipop,tech jacket,crimson
2787,0.3,2210,79,https://magiceden.io/item-details/4CS2x2tm8oDi5YQ5P7ZWhtC5ajjwgWKxMWyPg3NN2YWa,studs,night,neon katana,neon red,blue spikey short,cyber vampire,punk,primal
2797,5,3643,19.1,https://magiceden.io/item-details/AchPm8qiupzgDJ9b4HMspkfzFimVhXeXirMPL7ij8aaj,blue neon bars,night,black katana,neon red,middle part yellow,default,rider,cyan
2799,1,2495,69.44,https://solanart.io/search/?token=21ycCzuv3b3EuUjuwpat7uVW5KNzRq7S8yKg6eLCcve6,none,dregs,neon katana,neon red,middle part black and white,lollipop,bruiser,green tattoos
2806,10,368,0,https://solanart.io/search/?token=Gdupa4k66KppZarBMYVxqACmUPnaVnJozLSCVW5Csua4,kunai,dregs,black katana,emerald green,white slicked back,default,guardian,striker
2808,3,281,69.37,https://magiceden.io/item-details/7YP9WRns6MTTha5A6Qnd4AegThm6QooxGnnWusLhdaqB,ball earings,night,coil swords,black and yellow,short black and grey,default,knight,scars
2823,0.229,3219,70.63,https://solanart.io/search/?token=5XoaEi7737ydQbRBGtrBi3oJcZsAx6KJrZsZxxd64i1R,none,portside,double neon katanas,neon green,black top knot,default,inquisitor,default
2838,0.21,3376,69.41,https://solanart.io/search/?token=9FBeXtGaQbJTie7e8jRYLJzjYYe1nBjVHRALggJGU81J,studs,portside,none,neon blue,black top knot,lollipop,adventure,implants
2841,2.2,3675,46.81,https://magiceden.io/item-details/BCoBK6y3Xak5y8r2sfBADoURA9wy2koVhR1Y8dQ7L1ph,none,night,double black katana,neon blue green,middle part black and white,default,saiba t shirt,default
2844,1,3580,59.67,https://solanart.io/search/?token=8A699g9RNSTUxMhN8wUHJ287TGfeofbuSh66efkwH8zQ,none,night,black katana,black,short purple fade,default,brawler,purple tattoos
2846,6,2424,20.08,https://magiceden.io/item-details/HcQ8gXtZ6985JydwHp791TqAc2t92qZTPcTKNA2KHhmy,none,night,double black katana,black,black top knot,default,brawler,green tattoos
2858,0.244,3704,66.11,https://solanart.io/search/?token=2nT8Zqkj3MbLzneXUZbL78drcrrEtEAAd56vCAyeD5E1,none,dregs,neon katana,emerald green,short red and black,lollipop,saiba hoodie,default
2862,2.99,3973,36.23,https://solanart.io/search/?token=7kucnZmjNhDk72KuBjZZcM7N2WdnAynGkAwRvvREn9JJ,none,portside,none,neon green,short purple fade,radioactive mask,punk,scars
2869,0.9,3199,64.1,https://solanart.io/search/?token=4x9x8rrekE5qjpFiG99mvfruLbxeajayMLmY8HJvdz8X,none,portside,none,neon blue green,short black and grey,oni mask,rider,gunmetal
2871,1.5,3989,50.99,https://solanart.io/search/?token=3zk5chR9NAgLDEJ3ihwqMMbWNdhskLghuMFLqT9m4Mw8,studs,industrial,none,neon blue,short black and grey,default,saiba t shirt,toxic
2891,0.6,3389,65.39,https://solanart.io/search/?token=BbdkQXu2nsNp4zUaAkBfkryaANwYHQ1CNHzRexZbBFbR,none,night,neon katana,saiba x,short purple and black,default,punk,cyan
2903,0.4,4112,60.88,https://solanart.io/search/?token=BhHPruvy2Eni6zMQoXK9VKz9P2cVB3oQ2g4KQDqU4fyb,none,dregs,neon katana,neon green,blue spikey short,lollipop,saiba t shirt,cyan
2919,3,3041,44.52,https://magiceden.io/item-details/GAZSXJyiWaa9QecwFqRQ9tEFofkcBvbCg3NiuUCShPVX,blue neon bars,portside,black katana,neon green,middle part yellow,cyber fangs,robo arms,default
2923,0.24,2347,78.37,https://solanart.io/search/?token=6mpf241rvsgDoQp1vtMEdsbTw1XvEfwTH5gvmmdTPmFT,none,portside,neon katana,sapphire blue,short white,side grin,tech jacket,toxic
2936,8888,260,0,https://solanart.io/search/?token=9SUUd3Rf8oRD262Et58njsp7cMpWrgMkuBGe8y9vSp6U,none,night,black katana,black and yellow,black long,shuriken mask,monk,crimson
2939,5,468,47.69,https://solanart.io/search/?token=8kk3TFfnCeK14KqwTk4DHSDpXWChQLjpvWws5jdxfvjW,blue neon bars,night,black katana,neon blue,short purple and black,zomie mask,assassin,default
2940,3,831,64.42,https://solanart.io/search/?token=22KHryJh7QzysxS9xnFNyqByMYcdXAnRi8DZWgtayGvp,none,dregs,emerald blade,candy,middle part black,cyber vampire,saiba hoodie,gunmetal
2942,2.3,2365,57.61,https://solanart.io/search/?token=3eoNDoJ7YSRXuBdS4aowrHEfvJoWKKjNEbeoHFgoxvHg,blue neon bars,dregs,none,neon red,short white fade,default,lava,cyan
2953,1.5,2896,60.83,https://magiceden.io/item-details/DfYqBvWPiaSR1rwPpqxCqm1uX5zakbxnet1kAJNWPciG,red neon bars,dregs,none,goggles,black bob,default,tech jacket,gunmetal
2962,0.2,4130,62.72,https://magiceden.io/item-details/7m7SVeuqiR6BMJUhZEXWCdnxg9h4HNMmKV2Drz4LSyaQ,studs,night,none,neon blue,middle part black,default,amplifier,default
2965,3.5,1852,50.23,https://solanart.io/search/?token=A6LnwFyLWL5SzES2uireiwdjKgJGFtnc8qufFgT8Z78F,green neon bars,industrial,none,rage,short white,default,punk,toxic
2967,1.3,2734,64.29,https://solanart.io/search/?token=2wv3VEdfsFPyDwrbKF8F9YiyBBiCfgc6GTjK5sGA7Sha,none,night,none,neon blue,blue top knot,cyber vampire,knight,booster
2971,3.6,2096,47.03,https://solanart.io/search/?token=EXtxXPeJx81PSy2CdQ2TV84mvHDUwbTrne9zrNmM5XB5,studs,industrial,none,sapphire blue,middle part yellow,shuriken mask,tech jacket,cyan
2972,0.6,2966,69.2,https://solanart.io/search/?token=BeCWEuDFjfBXjN9e7Fj3L6HfQrGrGFMwotGYhzpMUdfF,none,industrial,neon katana,neon red,short red and black,smoking,saiba hoodie,primal
2982,5,1553,37.92,https://magiceden.io/item-details/8BpEWWfZhHisgjp2VmjQGbTNNjZ8cDpEE92YLrxN48zT,blue neon bars,night,black katana,black and yellow,middle part black,default,saiba hoodie,purple tattoos
2983,0.5,1660,81.96,https://solanart.io/search/?token=DSwJ3fKEiVmZJXsHhkEKFqjk5YpJVANDqmqFTDTSyZp6,kunai,portside,none,goggles,black long,lollipop,punk,cyan
2985,0.39,788,90.91,https://solanart.io/search/?token=CNWBwRwi4Dn23odUSmD7xS6opEJagqaB3ckwrzwXzRbP,none,portside,emerald blade,implant,middle part yellow,lollipop,adventure,default
2989,444,1319,0,https://solanart.io/search/?token=GA4rCwjAzhCqz8ZeJgmtYrdBzwJpTMY5bfYvgHdZUpid,blue neon bars,industrial,double black katana,neon green,black top knot,smoking,saiba hoodie,cyan
2990,0.8,2026,75.66,https://solanart.io/search/?token=2WHiLMDS7vGrDxxzGYB2ZbEkGYA9h3x6RwPZowrBWegn,red neon bars,night,none,saiba x,blue top knot,default,amplifier,gunmetal
2997,11,2384,0,https://magiceden.io/item-details/XzCc3mmYbjE9WURUkwTZv1K8AfXfq24sk9UzNTo856Y,none,night,neon katana,black,short purple fade,default,guardian,hemi
3001,0.6,4196,58.12,https://solanart.io/search/?token=tKRp8UNPDSXfVDEQtPTTnbMdnNQqJdH5y3ppdZ5yvd8,none,night,black katana,neon blue,short purple and black,default,tech jacket,gunmetal
3002,1.2,2635,66.18,https://solanart.io/search/?token=121pdCbmaQ5YhVJKm2eAefYrqgyXFToSRfCUgqCFMYUs,green neon bars,night,none,neon blue,black top knot,shuriken mask,saiba t shirt,green tattoos
3009,50,2253,0,https://solanart.io/search/?token=85retwodbhKcgjz64Q2dim4frttjusfbyK4sNha3PCoG,studs,night,none,neon blue,short white,fearmonger mask,inquisitor,cyan
3011,1,2791,66.77,https://magiceden.io/item-details/3XmMCqtiYcuvZbUVj3VAdCVh14Z6o5PCmoipKxmDu8TS,green neon bars,night,none,neon blue,white slicked back,shuriken mask,saiba hoodie,gunmetal
3013,55000,2324,0,https://solanart.io/search/?token=8vhbdDtSc7kKMxPGfVAu8iATKiyHrfAHogSR8hWfBTrx,none,industrial,black katana,neon blue,short purple and black,cyber vampire,inquisitor,purple tattoos
3026,2.88,351,69.94,https://solanart.io/search/?token=DHQjEvdqQfp1fLsteEX5FeKE8GXXhPuUWADH7NzSAs4e,studs,dregs,none,rage,black bob,zomie mask,paladin,gunmetal
3038,1.2,1581,75.67,https://magiceden.io/item-details/5J4siAy5MVSQcAy5DfyX7mWNSgJ82hB7rHURuceFgUJi,blue neon bars,night,double neon katanas,neon red,blue spikey short,side grin,rider,scars
3039,1.3,3488,57.5,https://magiceden.io/item-details/AiEWmGexmAhnuL6bJGpM3fME3C621EZRh3KuNJH8hkKa,none,night,black katana,black,red slicked back,lollipop,knight,implants
3043,1,3314,62.06,https://magiceden.io/item-details/EixakFBHRvD4zY58kChD1oEg6smN3vGMKwKd3Y6vxns4,green neon bars,industrial,black katana,neon green,short purple and black,default,paladin,default
3044,1,3138,63.65,https://magiceden.io/item-details/GzFP8Uiqjnw8AwEoD9yTQqRsQYCKhVCskp6rqcYxFT3N,red neon bars,industrial,neon katana,saiba x,middle part black and white,default,rider,default
3046,0.99999,1816,75.55,https://solanart.io/search/?token=CNN95pe4Yoiwj729B1dH1s9GXopZoCCCNqXRfxuGc2tC,studs,portside,none,neon blue green,black bob,smoking,knight,gunmetal
3047,11.11,436,0,https://solanart.io/search/?token=4y9KBDVA3ze2UDNQRRhfh4yVYpU8bQn1xRB3qEpomUPT,kunai,dregs,none,implant,blue spikey short,radioactive mask,bruiser,implants
3055,5,4050,15.44,https://solanart.io/search/?token=EcfJ9AgsGMAWcmJbiit2YfbyhS6iiwsLSrfKBdcXGsJc,none,dregs,none,neon red,short firey red,smoking,saiba hoodie,cyan
3057,0.37,3789,64.09,https://solanart.io/search/?token=6bRza47xtYn1XDWKQDfdxHnSFG3u5JMNdNUmAknWwQ2b,none,dregs,none,neon blue green,short white fade,default,tech jacket,toxic
3067,0.35,838,90.86,https://solanart.io/search/?token=6EREaS8XLVkMcrcZvbPjVxr6hbmvwxHyrmzWsZjmW9Aq,none,night,black katana,candy,black top knot,oni mask,adventure,booster
3072,0.7,1358,82.67,https://magiceden.io/item-details/E6vSvxD2TsLvTkyMe55TXubhhT7GSTKHrWe4yfC4N6PP,red neon bars,dregs,neon katana,candy,middle part yellow,default,rider,hemi
3074,666,1762,0,https://solanart.io/search/?token=3YL7stL9GUhtjrg7QvWJFtXhKd8Z44ADDSV72ktcq3TP,ball earings,portside,neon katana,neon blue,black bob,cyber vampire,tech jacket,gunmetal
3079,0.98,3780,58.07,https://solanart.io/search/?token=BnRMxDULHN8fvCGvs2zK2P4B2dFW6hgrAv4bziDmBrCo,studs,dregs,neon katana,neon green,red slicked back,cyber fangs,rider,default
3080,1337,2636,0,https://solanart.io/search/?token=43LDVE8p4vzcfFXjqSGG31yBGWND8GTDjvfEGw6FXdKc,none,portside,black katana,augmented shades,short white,default,rider,purple tattoos
3085,0.7,796,87.73,https://solanart.io/search/?token=86SvXxq87DwJp2RiKd77ykeidsMjKmcPYqmSXbSA2P5n,ball earings,dregs,none,night vision,short red and black,side grin,knight,crimson
3090,0.6,3444,64.89,https://solanart.io/search/?token=7CoqToWdcsL9gQNVitpPTLtcVtXnejYP6t39fjD3hyTL,red neon bars,night,black katana,neon red,short white fade,lollipop,saiba hoodie,default
3093,2,2328,60.94,https://solanart.io/search/?token=GSGfMokuWaZ7oLW9pQ2XnZgVmB9sAUaDBamEM1GmeXkM,none,dregs,none,implant,middle part black,side grin,punk,striker
3094,1.2,3995,53.93,https://solanart.io/search/?token=Hk5N9Rxqa8WEsaFyrJpBvVdEyFKJCq6rZfMDP24SrZwk,none,industrial,neon katana,black,middle part black and white,default,robo arms,green tattoos
3099,0.8,1531,80.12,https://solanart.io/search/?token=4iYs9yaMdRdoTQ1mGKeFV2mFXmAcHiqc8bsgjnfbckus,green neon bars,dregs,neon katana,neon blue green,short purple fade,radioactive mask,tech jacket,scars
3110,1000,1519,0,https://solanart.io/search/?token=AAfQBTWvX3vkDbj4EfRE5kXsuhRaJb7gwqSyNWDtsVq5,none,night,neon katana,neon red,short black and grey,side grin,assassin,implants
3113,50,1707,0,https://solanart.io/search/?token=H7trAyriBG6nX8v2F6WCteawaDYLVEQX256XyCBe2sGz,ball earings,night,none,neon blue green,short white fade,lollipop,amplifier,default
3117,10,120,0.82,https://magiceden.io/item-details/3xUg7AY47kRqbBC3Vh7RYn67fSgXGPU5sRvWZE6UnMVE,none,industrial,none,robotic,white slicked back,side grin,inquisitor,bionic
3119,1.5,3506,55.34,https://solanart.io/search/?token=J3VRbL5L3Yo1MA9vXimqMhvegMbupKSwCZCNe4nzU76o,studs,industrial,none,black,short blue,cyber vampire,saiba t shirt,toxic
3122,1.3,3299,59.2,https://solanart.io/search/?token=JDSfTykkKSMK8dc6a2Zwy7SSsp98qDFEKkEWYzY3Vw8e,none,night,black katana,emerald green,white slicked back,fearmonger mask,saiba t shirt,default
3133,20,74,0,https://solanart.io/search/?token=5zyQ4UoAuxZnGam7wRke6emNHLvXZFuFsBWa2vLQ5sbq,kunai,dregs,double black katana,night vision,short red and black,cyber vampire,knight,toxic
3134,1.1,3907,55.73,https://solanart.io/search/?token=H2Eaqeh5D3qrCn1RCZsBDNuJumnMTGDiewpVFAkEJddJ,studs,night,none,neon red,white slicked back,radioactive mask,saiba t shirt,default
3142,3,850,64.25,https://magiceden.io/item-details/2xPP8tyx2HVZYEu73wE7e1zPPAwfYnCjgxx5fWf9f6pZ,none,night,neon katana,night vision,mohawk,shuriken mask,paladin,implants
3149,1,624,86.28,https://solanart.io/search/?token=FRNnSe1GaWTsTSwPK7cwcPrsH9owVW6bAHWNcnDFbgSt,red neon bars,industrial,black katana,saiba x,red slicked back,fearmonger mask,paladin,default
3151,2,3349,51.75,https://solanart.io/search/?token=BmKz7w8P1Fu8mLgr4B98mwBKh7vpDUAhvxbK7CfXELqT,ball earings,industrial,none,neon green,middle part yellow,smoking,saiba t shirt,default
3152,2,3663,48.92,https://solanart.io/search/?token=Ayu78PRNA7st2hXRJ1v3AEECSkSAC7me6AxLyhzzmihp,studs,dregs,none,black,middle part yellow,side grin,saiba t shirt,primal
3155,3,4365,32.6,https://solanart.io/search/?token=4qy5Hmgi6aag6JFd4N2wgmnk7HMFH7i7B8EMpzp4zNFF,none,dregs,none,black,short purple and black,smoking,punk,default
3156,2,2003,63.87,https://solanart.io/search/?token=3nBGDQ5UAG4wZUTBxfHUb9evVZiRTgJB3NdhpfmBLYjH,none,portside,none,robotic,black top knot,lollipop,saiba t shirt,purple tattoos
3160,0.5,3549,64.95,https://magiceden.io/item-details/6TLek8ZYmTbfvJHsML8v7s6weAXAykQPGC9f6FCYDn4c,blue neon bars,industrial,none,neon red,black top knot,cyber fangs,punk,crimson
3172,1.1,641,85.13,https://magiceden.io/item-details/4C5Arx2yQe2wkNKEYizQL5hQhjdet3LQzUZicvRFCEVP,none,industrial,black katana,emerald green,short red and black,zomie mask,inquisitor,primal
3173,2.8,1501,60.39,https://solanart.io/search/?token=AWsuFgcHF7Cpais2i7F15WCG77Q82CiRVK36yNjSqmvv,none,portside,none,implant,short firey red,lollipop,assassin,default
3174,1.95,2249,62.15,https://solanart.io/search/?token=DtQv2kaDN1hsQtjTFnthe8tWcVABYBQnjAmEv8X6y3hH,studs,portside,neon katana,neon red,blue spikey short,oni mask,saiba hoodie,implants
3179,0.92,853,85.02,https://magiceden.io/item-details/4wEsHWN268pUdoUy19nuAVkNN8gSvejx5NgCpJRLUHx8,red neon bars,industrial,none,neon green,short black and grey,jungle cat mask,punk,green tattoos
3183,0.5,3129,68.73,https://solanart.io/search/?token=97BTihRFzxLooPoBoDTBG4iHHePs44zbe3Rc5MQroVLm,studs,industrial,black katana,neon blue,short purple fade,cyber fangs,punk,cyan
3185,1.5,658,80.98,https://magiceden.io/item-details/35VrLL2pVU7Ga2m93eMdui6nsqCv6u1K8vzhZ6qVMD4H,kunai,dregs,coil swords,neon red,short white fade,lollipop,guardian,default
