id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Celestial Accessories,Clothe,Eyes,Face,Hair,Mouth,Skin
3445,3.3,2285,59.71,https://solanart.io/search/?token=AGLgG187jYn2YmNm8q5HstXFc7CSeRjNx1N7axhDXFuZ,,Green,Oni Necklace,Tanktop Red,Devil,,Dreads Rose,Angry,Undead
3447,4,7357,29.88,https://solanart.io/search/?token=8NgvP1wijxatzcvfbaeH96Kwdzu2KqckmtEAoSD7n2dg,Cheek Scar,Black,,Skeleton T Shirt,Nymph,,Man Bun Red,Shark,Undead
3449,2.2,5491,56.28,https://solanart.io/search/?token=GABq6yumyhKtkcjwBf2JPrCLMVvdibDZTGR5aX4zVEvS,,Yellow,Nimbus Earring,KAM1 Jacket,Samsara,,Braided,Smirk,Tan
3456,5,2083,43.62,https://solanart.io/search/?token=BnSZQEKS1eX3ftrHKM2K4jzwEmxqUGsGSLRDGCkH7Dn,,Yellow,Royal Blue Earring,T Shirt Red,Closed,Face Mask,Textured Rose,,Pale
3464,1.9,5857,57.63,https://solanart.io/search/?token=ADTqKtHZj18TurDSDJZdkUubLoWry6PPZzxumS9VQ4CU,Celestial Choker,Blue,,T Shirt Red,Purple,,Zero One,Fang,Pale
3470,65,2747,0,https://solanart.io/search/?token=4C7jvgM7G5MyGQTqTDEpLZMdYpjf1mjKnMThbTnqudY4,Celestial Choker,Mystic Blue,,Butler Suit,Fire,,Dreads Purple,Stiched,Tan
3480,1,8624,54.17,https://solanart.io/search/?token=AMY1VSC8S3nijmRpTZ74nc39uaGDK9v9KhSRRf2LJnmR,,Green,,Tanktop Teal,Nymph,,Spiky Teal,Goblin,Pale
3482,2.7,2114,66.48,https://solanart.io/search/?token=YS9b3Un3zkiE3ndfFVReS2rj9Ha1jYTLdjWjYQZEHe6,X Choker,Mystic Blue,,T Shirt Red,Nymph,,Braided,Shark,Tan Tattooed
3485,2,3131,68.9,https://solanart.io/search/?token=B4fRVmEFZWpjnfxdufzuXKp9qrpsys4KBHfX1ZSPA1Wd,Nose Scar,Yellow,,Shihakusho,Samsara,,Textured Rose,Stiched,Kaisen
3488,2.5,5539,53.06,https://solanart.io/search/?token=FTfMtqV6SaLQ6jmYgFS7rNgWzkZxAEBnw2ivuK4jmc6q,Nose Ring,Mystic Red,,Hoodie,Devil,,Spiky Teal,Shark,Tan
3490,2,8693,43.86,https://solanart.io/search/?token=7aviUrt3z3vJM3XTNz1PBJAEepf7rH48nn5d6gvGfojh,,Yellow,,Jumper Pink,Devil,,Dreads Red,Stiched,Tan
3498,2,6207,55.05,https://solanart.io/search/?token=4XuatA8nSCEJHdhwYCXZ7EBRXCNnsNbAvUGxcCurMsdg,Neck Scar,Red,,Military Uniform,Bulls Eye,,Ponytail Black,Goblin,Undead
3502,5,2601,41.29,https://solanart.io/search/?token=99rCdN5JA8sR9rMBKYMq375dWH2yb3cvJBpXC1xmdtXG,Nose Ring,Green,,Butler Suit,Purple,,Dreads Red,Shark,Tan Tattooed
3510,1.65,3932,68.8,https://solanart.io/search/?token=8Ntg7aEpLWNG4JSLQKetNC7Q5vM5rGi7nFTqoie8oNm3,,Green,Parallel Bar Earring,Tanktop Purple,Samsara,,Samurai Bun,Neutral,Undead
3516,9,4047,0,https://solanart.io/search/?token=7oU5iDCAhqqA3NixxLWJd9PxmM7GhkcsKnp6sgcj1Kx4,Ear Cuffs,Red,,Samurai Armor,Samsara,,Man Bun Red,Goblin,Tan
3517,5.1,7498,18.24,https://solanart.io/search/?token=GKSxnzEa6RUcDDihsMin9RTQAa8TxtdJioPK9pci7bAX,Neck Bandage,Green,,Tanktop Black,Devil,,Dreads Teal,Angry,Undead
3519,2.5,2047,68.78,https://solanart.io/search/?token=Gux4ULL2zYN32QJGxgCaz51pNP47wMcJwHuowhATf2fW,,Purple,Royal Blue Earring,Jumper Pink,Closed,Cigarette,Textured Green,,Undead
3525,2,2889,69.99,https://solanart.io/search/?token=x8yhi7WwsfJ97TZsq5FxgEDLQ7jjXqvoNxdKsjKDsss,,Mystic Blue,Dragon's Fang,KAM1 Jacket,Closed,,Spiky Teal,Angry,Pale
3526,0.65,7795,61.4,https://solanart.io/search/?token=C9Dsqjod1Qd3qRxWGMvzLBLpHMh5w7TuXXFk2Q4HFKLi,Eyebrow Scar,Yellow,,Tanktop Purple,Bulls Eye,,Long Teal,Neutral,Pale
3538,0.6,7558,62.97,https://alpha.art/t/CiV4WU3Kbpkrrh7W7jFxUSppdbfXvwY8AXq8vufEyAmD,Rope Choker,Black,,Tanktop Teal,Bulls Eye,,Man Bun Navy,Fang,Undead
3550,1.9,1425,77.58,https://solanart.io/search/?token=AJBbqG6aTPShrJDz9hoyz6jVYoAViLQDKLdf5h5tiEM6,,Yellow,Hanbok Earring,Tanktop Purple,Bulls Eye,Hahoe Mask,Dreads Red,,Pale
3556,0.57,6866,66.39,https://solanart.io/search/?token=5VA956Tr8RXw6Pn99k2fxstwi7MyUfMbSbWgsTgU4bNs,Cheek Bandage,Red,,Suit Purple,Nymph,,Spiky Purple,Neutral,Pale
3567,1.19999,3560,74.97,https://solanart.io/search/?token=HQvWfA4NUiBt2YH7iS5euPFjBmedhe9VwMRKqHFNL8Z2,Eye Patch,Purple,,Tanktop Red,Possessed,,Fox,Shark,Tan
3575,0.5,6582,68.36,https://solanart.io/search/?token=GUSJVoD6F26swHA3YusyG3E7qgHcyJXQJy5aigeQdzgj,Celestial Choker,Purple,,Tanktop Red,Closed,,Dreads Teal,Neutral,Tan
3578,7,3434,17.54,https://solanart.io/search/?token=BrrVshrt5voduFF6wtWoRBLf5AfuraWEnQeAxHJdPBsz,Rope Choker,Blue,,Dark Celestial,Possessed,,Textured Green,Shark,Tan
3585,10,5453,0,https://solanart.io/search/?token=5PYFsPK7TmJ6DVZtiCNXYejEgKT5tmXbUDgzeDW9AaUw,,Purple,Antique Glasses,T Shirt Black,Purple,,Ponytail White,Fang,Pale
3589,1,2038,83.82,https://solanart.io/search/?token=2Kuyde46s8niDYKfrxy6xntbrGe46BdWxw1C3mwRNM85,,Purple,Dragon's Fang,Tanktop Red,Orange,,Spiky Teal,Angry,Tan Tattooed
3590,1,8857,53.12,https://solanart.io/search/?token=BAjNqvNQMc7NWJFH8uAgZ7GyZbC3jR1PecfGsMnSrWDL,,Yellow,,T Shirt Red,Bulls Eye,,Long Teal,Goblin,Tan
3596,1.29999,3731,73.2,https://solanart.io/search/?token=CEUm4t6QoVPVdq6rjXtwJWVV3k3gmAWiDU7QT8bqWLbu,Rope Choker,Yellow,,Jumper Navy,Samsara,Face Mask,Zero One,,Undead
3628,3.99,7065,31.29,https://solanart.io/search/?token=AkCmdQr6BTYV3zYNPidgjVsThu6c12B9qHDi4e91df5G,,Holo,,Tanktop Purple,Bulls Eye,,Dreads Purple,Fang,Pale
3639,1.35,8038,53.31,https://solanart.io/search/?token=HJDzSQQLdFUBbcmxRWAuu7Y4Y3NVL3YXxDeC9XiXED4v,Nose Ring,Black,,KAM1 Jacket,Devil,,Dreads Rose,Neutral,Tan
3640,2.25,6561,50.96,https://solanart.io/search/?token=5dR8pv7aFo2rpdAzXi5gnUnYZEGc76Eygbyd9NnFzWiL,X Choker,Yellow,,Tanktop Black,Samsara,,Zero One,Angry,Undead
3657,0.6,7428,63.56,https://solanart.io/search/?token=BmGnF6fx8U1VBhbadhJho8VqWxkyB1oeXzbJUJZDTdez,Ear Cuffs,Purple,,Hoodie,Purple,,Man Bun Green,Smirk,Undead
3658,1.4,2882,76.02,https://solanart.io/search/?token=964yV5CKyyjKXMtEQ3NfjhiEexQzBypU13mwUVoe9Bt7,,Blue,Masquerade Mask,Tanktop Black,Closed,,Ponytail Black,Goblin,Undead
3671,0.7,5516,71.16,https://solanart.io/search/?token=Fv1Dj6f6nyTUwYDKfYd8JgX4Hu7oxftzmrVDhrnVLcVf,,Purple,Nimbus Earring,Tanktop Red,Purple,,Man Bun Teal,Angry,Undead
3676,2,3756,66.09,https://solanart.io/search/?token=9wQCdnxPuFwEzfSsA17jPkULWwHGs6thzhzeozjZK9qy,Pain Piercing,Black,,Shirtless,Purple,,Dreads Teal,Neutral,Kaisen
3685,4,2007,53.96,https://solanart.io/search/?token=2qVBcZ2VMfvXCLrvRvu24wtV97SXQx8xYw9UzsVtDUaF,,Black,Revenger Earring,Tanktop Red,Orange,,Ponytail White,Shark,Tan Tattooed
3689,1.5,2054,78.75,https://alpha.art/t/bRQ1j4mzLjCAMizq34qvd3LtSGPEeASXoAUGnyzGo1i,,Green,Masquerade Mask,Gi,Devil,,Spiky Teal,Angry,Pale
3697,1.6,5018,64.41,https://alpha.art/t/HMRV38YH6wPYA5iAkEi39YMtQgcq9ejZMNeRD5ySTE9b,Nose Bleed,Blue,,Suit Classic,Odd Eye,,Man Bun Navy,Neutral,Undead
3700,3.5,2570,56.43,https://solanart.io/search/?token=4GMFobExx2ytUpg27pKbMffJdt7SXKZWU84gURE6QUf4,Ear Cuffs,Yellow,,Slayer Uniform,Devil,Samurai Mask,Dreads Purple,,Pale
3708,2.4,5761,53.06,https://alpha.art/t/DATfU7cGf8AHJUAjvaXuo7JCTGRfQsziCkeoXWb9uyyt,,Green,Dragon Earring,Ninja Vest,Purple,,Dreads Purple,Fang,Pale
3733,2.2,7646,46.57,https://solanart.io/search/?token=BVgdRCT9acRH1wxBekj6ox3FsDarMdTpkvhTtn88uWNb,Rope Choker,Blue,,Suit Classic,Samsara,,Textured Green,Shark,Undead
3739,1.45,5555,63.49,https://solanart.io/search/?token=3hRhXnx3CbzscVFF6YToEBiLKjSKiWfZzu3hmtamyQjk,X Choker,Blue,,Suit Burgundy,Bulls Eye,,Royal,Neutral,Tan
3744,0.5,3631,81.65,https://solanart.io/search/?token=2sVNVp1Zjtbnd1PXn6tWiyvXEYPcy5E8xJoW61sGLnC9,Stud,Black,,Tanktop Teal,Devil,Hahoe Mask,Ponytail Black,,Tan
3748,4,3737,46.17,https://solanart.io/search/?token=A8263aPyaLcdrnJTi7Cuu3XdQdeZzvyDLHnaixkLekQi,Cheek Scar,Mystic Blue,,Celestial Suit,Purple,,Long Teal,Fang,Pale
3752,10,1864,0,https://solanart.io/search/?token=EezT86NA8spS8hDcPLMF5xZzzJPqEH2akfMZksUjYi9u,,Purple,Emperor's  Earring,Tanktop Red,Samsara,,Dreads Red,Neutral,Undead
3760,25,2949,0,https://solanart.io/search/?token=EsTnL1wqh6AENJrMEQid9DEn1VhKfH81E4QztPTfVdve,,Yellow,Rolling Hill Earring,Shirtless,Fire,,Royal,Goblin,Tan
3773,1.5,6229,59.95,https://solanart.io/search/?token=8hnYYahSUSkdUryAikwN9ZYC48s9AKzZCw5zLNXZDGpB,Cheek Bandage,Green,,Celestial Suit,Purple,,Textured Green,Neutral,Undead
3787,295,519,0,https://solanart.io/search/?token=GrcaDVG21Xm8hC3JhXJwB4hpBhvuxVtVhzyEFNyq2S6v,,Blue,Dragon Earring,T Shirt Black,Purple,Snake Tongue,Spiky Blue,,Tan Tattooed
3809,2,5782,56.97,https://solanart.io/search/?token=DWXW9VtnPjcH8akSidSb8CpiXTHXGJr7aZBbySyKmuRB,Neck Scar,Mystic Red,,T Shirt Red,Bulls Eye,,Man Bun Red,Angry,Tan
3817,2.7,2160,66.27,https://alpha.art/t/AdqcBEBfW2bouXiFB5mo1TJBZEwfRTrfJaA9FCbzaaCX,Nose Ring,Purple,,Celestial Suit,Fire,Noh Mask,Braided,,Tan
3819,4,7643,28.59,https://solanart.io/search/?token=EpNCTuWtCYFp7WXjG9srtuZnSks4UNcj98YzoALzynBw,Neck Scar,Black,,Suit Classic,Purple,,Dreads Teal,Angry,Pale
3820,0.5,6015,70.92,https://solanart.io/search/?token=BtxhZCtYLJCrEpJGCbqPy3Rrn3tfFBjitBt1CnPFmTmU,Eyebrow Scar,Green,,Oni Suit,Devil,,Man Bun Navy,Smirk,Tan
3827,3,1058,68.24,https://solanart.io/search/?token=CYM9HBu7hNMoD8tDT8s1yYJGyGoaE9YJVw2qxfLzvZEh,,Green,Silver Earring,Gangster Jacket,Purple,Face Mask,Textured Teal,,Pale
3830,2,3394,67.72,https://solanart.io/search/?token=FNGxHorXEKdixzvijx9H8ZCGFMBNh8USsAyeoXoqnKXb,,Yellow,Oni Earring,Rider Jacket,Nymph,,Ponytail Green,Neutral,Tan
3885,4,7900,27.43,https://solanart.io/search/?token=7Kr438WdFBrxhKxWmbNQR3goGNAzPLRig17rxDhZFrrc,Cheek Bandage,Red,,Ninja Vest,Bulls Eye,,Textured Purple,Neutral,Undead
3886,2.9,7342,40.94,https://solanart.io/search/?token=29gWuKRkTSdTzZnds1UqupBLZZJLBnoKoCtFb2FRSjEL,Cheek Scar,Black,,Suit Teal,Samsara,,Long Red,Smirk,Tan
3888,1,6768,62.53,https://solanart.io/search/?token=4W8FL1xahJ7YW6dGUYKaVE6Qroz2UycnjM8FsfadSCE4,Cheek Scar,Blue,,Tanktop Red,Closed,,Textured Teal,Stiched,Tan
3891,0.38,5049,76.47,https://magiceden.io/item-details/4MYrQZ2Ts5EZPMTWbSiAtMseNuejqjRwyfkKrdygxpXc,,Purple,Hanbok Earring,Tanktop Red,Nymph,,Dreads Purple,Neutral,Pale
3895,2.1,7490,48.28,https://solanart.io/search/?token=pZ2NntEgnus4LxF2x8YUpDeQf2WVSym1uoFWJjDKgcH,Bandage,Purple,,T Shirt Red,Fire,,Ponytail Green,Stiched,Undead
3896,1.5,726,84.73,https://solanart.io/search/?token=CRyDAB6gQvTPjKWMXCd18T8JvEpxETejtNHdc8aKVdLe,,Purple,Rolling Hill Earring,Yukata,Samsara,,Dreads Rose,Goblin,Zombie
3912,4,7158,30.77,https://solanart.io/search/?token=CtJ24DvxRr61Dgexv9invYPnyWvTJ4wYDaPNM6zLGZYG,Nose Ring,Green,,Tanktop Teal,Samsara,,Ponytail Black,Shark,Tan
3915,1,3945,75.24,https://solanart.io/search/?token=5NwFsp2uKmDtMM9Jq3k9R3QDeSriw8UEr5QU2hC5hj13,Celestial Choker,Blue,,T Shirt Teal,Fire,Cigarette,Textured Green,,Tan
3920,3.4,3439,53.52,https://solanart.io/search/?token=41UPkYvrkLa4PoAzghr8bAeEDNibrAogebh1CVwXeL6P,Nose Bleed,Green,,KAM1 Jacket,Samsara,Snake Tongue,Fox,,Tan
3932,39,2163,0,https://alpha.art/t/2eRibRJVR6KbnQDfqPoXrq8wsCGgc463ALvT67W8R6wr,Oni Talisman,Red,,T Shirt Teal,Orange,Gas Mask,Samurai Bun,,Undead
3936,2.3,8863,40.09,https://solanart.io/search/?token=B5TJrpHxKTvj5gCFUxMGDwcXktFUao3rcES8TNV5ECMe,,Yellow,,Jumper Pink,Bulls Eye,,Long Red,Angry,Undead
3937,3,7093,41.06,https://solanart.io/search/?token=6VyzWnUJukwQUg1Xg4gdc29MgePFfRNzjoxVXFbWXZWi,Eye Patch,Purple,,Skeleton T Shirt,Orange,,Dreads Rose,Stiched,Undead
3938,4.44,5137,35.47,https://solanart.io/search/?token=GAvLmZKroKXxizzShDgQnjL13CpV25AJyQHHKokwmcXz,,Blue,Antique Glasses,T Shirt Teal,Fire,,Man Bun Teal,Shark,Pale
3945,0.8,6938,63.76,https://alpha.art/t/47ksTRGGWY6b9dWCEZtAuPNZBs1ZF2x2xmQ7enEbaGS1,Eyebrow Scar,Red,,Hoodie,Orange,,Spiky Teal,Fang,Pale
3973,1.5,7167,55.73,https://solanart.io/search/?token=3uFR9U3f785whcHjQMTe7C5o5D5syULTyynrfWsKqF9z,Neck Bandage,Blue,,Shihakusho,Bulls Eye,,Long Teal,Shark,Undead
3978,10,7984,0,https://solanart.io/search/?token=ByyLqN8QNLGGNsGvnC6nUo2kUVdQ7YjYhHR1csJMHLNC,Nose Ring,Green,,Hoodie,Purple,,Ponytail Green,Goblin,Undead
3987,7,3895,15.46,https://solanart.io/search/?token=5r8RyGUmcwfNjo9fqo5hXtWaBvwagidYg9SWNRBHGDVc,Neck Scar,Black,,Jumper Navy,Nymph,Samurai Mask,Long Black,,Tan
3989,0.49,6495,68.86,https://solanart.io/search/?token=5epxuBbx89yomACGa1udsywuhsPFv1g9goA5K1TtCNdL,Eyebrow Scar,Blue,,Tanktop Purple,Devil,,Goblin,Angry,Tan
3995,2.2,6142,53.35,https://solanart.io/search/?token=838maSasvZt6jYqDfKvx4xoxZVrraMCjWGCTBCh1pcTh,Neck Scar,Purple,,Shinto Uniform,Bulls Eye,,Long Black,Goblin,Pale
3999,15,2927,0,https://solanart.io/search/?token=BZYueWjaEbWBRUmp5qt2qWL3xNGZCGWcYvsx7ng2M3dh,Nose Bleed,Red,,Military Uniform,Fire,Bubblegum,Man Bun Red,,Pale
4004,4.2,1398,54.71,https://solanart.io/search/?token=FRiDXxj1eu4tnny7rs6opgT7UDt8Czg3jqKJgJEfvGk5,,Red,Rolling Hill Earring,Jumper Pink,Orange,Hahoe Mask,Dreads Purple,,Pale
4014,1.77,5053,62.55,https://solanart.io/search/?token=FwoTDA8JN6F2hDW3732uLZH5MeRzdkcj2RJXTEf87EUw,Celestial Choker,Blue,,Hanbok,Closed,,Textured Green,Neutral,Undead
4023,4,2978,49.59,https://solanart.io/search/?token=FHjMrixvQVTbuvB1qkxUZv3X4t853PRXEAigBCq2fQAV,Eyebrow Scar,Black,,Tanktop Red,Closed,Face Mask,Zero One,,Tan
4031,3,8884,33,https://solanart.io/search/?token=Dbuy5TG5gKWNTCHsi6gpX5NRekBwtNJn3PxuR95oKxSx,,Yellow,,T Shirt Black,Devil,,Textured Purple,Fang,Tan
4032,2,7336,49.97,https://solanart.io/search/?token=BtQ6zYXs4wM7zLeoJVfzwYN1ryrE5mxanc35XE2cUNy7,Pain Piercing,Black,,Tanktop Purple,Purple,,Long Teal,Shark,Tan
4039,100,8217,0,https://solanart.io/search/?token=FYEc1ChwnGxoS3z8TFJzkc9oXr8Abvwx153AMSojSY94,X Choker,Yellow,,KAM1 Jacket,Bulls Eye,,Man Bun Navy,Neutral,Undead
4048,6,992,38.53,https://solanart.io/search/?token=A3Z5S1SPJWT1ze4fFYoRgMHYyoxnvFZKYy7Fu4pbKsKx,Eyebrow Scar,Mystic Blue,,Celestial Suit,Fire,Ninja Mask,Man Bun Green,,Tan
4053,2,305,81.63,https://solanart.io/search/?token=9DMztEdBdxdord8pryWEbaFnWHankaSdqabqyyubWSMF,,Blue,Amaterasu's Necklace,Shihakusho,Purple,Fox Mask,Dreads Rose,,Tan Tattooed
4059,4.2,766,57.55,https://solanart.io/search/?token=Aaot2oFi1FbULWdVDqHd13f1p1ekHYLkPecpkmFj3Vxf,Bandage,Blue,,Gangster Jacket,Closed,Ninja Mask,Man Bun Red,,Pale Tattooed
4063,2,7838,47.71,https://solanart.io/search/?token=GNQ7wKnuEPaHuiJTmTsbYLnPvL1RzcWAGVAwXYjEKoCC,Nose Ring,Black,,Suit Teal,Bulls Eye,,Man Bun Teal,Angry,Undead
4074,3.49,8025,31.97,https://solanart.io/search/?token=G5m6wz1NZB432zZcQDnceSsYZGA3U1uPb2viL9Uwxgte,Pain Piercing,Green,,KAM1 Jacket,Devil,,Man Bun Green,Neutral,Tan
4076,20,1327,0,https://solanart.io/search/?token=HvbAoHQnoc6q1ULXr5SLi5r2ok4qXgRjCm9mfn8r4kMe,,Red,Cat Mask,Jumper Pink,Closed,Hahoe Mask,Dreads Teal,,Tan
4078,0.73,8198,58.79,https://solanart.io/search/?token=EUAygsjwMERRvz6gWoLYJ79gNQ7HsvfMPJnM9CfiLVGv,,Red,,T Shirt Teal,Bulls Eye,Cigarette,Fox,,Undead
4080,3,5482,48.32,https://solanart.io/search/?token=7uqJfZgcriMUJFh9H5vhDQjw3oyvzru8cMQ2drcMydxN,X Choker,Mystic Red,,T Shirt Black,Fire,,Spiky Purple,Fang,Pale
4091,1,2892,79.98,https://solanart.io/search/?token=5PSEMYoGX3TyJ7MmDQDUmhZhj1ZNQ817kf4r6cM7hncf,Nose Ring,Purple,,Slayer Uniform,Nymph,,Textured Green,Smirk,Undead Tattooed
4110,8.9,2096,4.56,https://solanart.io/search/?token=2oN6V4tKVkiyRxMQ4b5dDXSQycchnVrvLxyBJUDykfMe,Stud,Mystic Red,,Suit Purple,Purple,,Dreads Teal,Shark,Undead Tattooed
4121,0.5,7937,62.26,https://solanart.io/search/?token=3j1T2W4P1PU3gksohVP9yTjs3Dsuf29u4HVwdAgY7rkJ,Stud,Red,,Hoodie,Samsara,,Long Black,Stiched,Pale
4125,1.7,5755,60.09,https://solanart.io/search/?token=FbWYkNjBZxxXZJbWufF4pXB5rCbCgd1BDQhpFhaE7iPJ,,Green,Dragon Earring,Tanktop Purple,Orange,,Man Bun Navy,Angry,Tan
4126,5,6577,23.39,https://solanart.io/search/?token=CtySseQqxzUPvtZzd5ZvHu5vHm5cX5TSMyQh7S1BQCAZ,Celestial Choker,Red,,Hoodie,Orange,,Dreads Purple,Smirk,Pale
4127,0.37,7860,63.91,https://magiceden.io/item-details/6La6R9WrxTF5VPscQP2HUWMATDcHThyzJfk4JS2FeQYX,Stud,Blue,,Tanktop Teal,Orange,,Dreads Purple,Neutral,Pale
4168,0.8,1805,86.87,https://solanart.io/search/?token=AsxBhpPJxCXrf26DWMVVX57piDkaTKX2FsLy3TMA87NX,,Yellow,Antique Glasses,Shirtless,Orange,Noh Mask,Dreads Purple,,Pale
4173,0.67,7023,64.68,https://solanart.io/search/?token=8urswGQDKXVKv5mbkmPPEgyMjm9h2zn4hDv1bNbXmXJx,Eyebrow Scar,Purple,,Skeleton T Shirt,Devil,,Spiky Blue,Neutral,Undead
4178,999,988,0,https://solanart.io/search/?token=7byPfSgz55phoRYBrQgDdxFb7uTf2Y7mKpSXzCFxwJjU,Neck Bandage,Mystic Blue,,Jumper Yellow,Odd Eye,,Royal,Goblin,Undead
4179,9.99,268,1.89,https://solanart.io/search/?token=9eq38D2PGkCCDLjWxPsxYwKg5QCRdK5WMxwww6G1rd9b,,Mystic Red,Steampunk Glasses,Shirtless,Samsara,Hahoe Mask,Dragon,,Undead
4180,1.15,8239,54.4,https://solanart.io/search/?token=B9DPyuLVGQpYYMsmLFn9ghcdb6cMpg8HkRv3veWaNZtb,Rope Choker,Yellow,,Suit Burgundy,Nymph,,Long Cyan,Neutral,Tan
4183,2,924,78.84,https://solanart.io/search/?token=58UsHJBg7aQhWUu2nCZXyQNSQWg6dgMzX4cvtBz7frqU,,Purple,Ruby Earring,Elementalist,Closed,,Man Bun Teal,Fang,Tan Tattooed
4184,0.56,4984,74.96,https://solanart.io/search/?token=FQeGT3sZJYL2aLhGDwxQBWuBVzHuVZUzwBXEyciTgxY1,Bandage,Black,,T Shirt Teal,Possessed,,Man Bun Green,Neutral,Tan
4193,1.5,568,85.44,https://solanart.io/search/?token=BVe6NSdNYjhejqoWkBm4z86iF9qFYm3S1XTp1DnKtXUc,,Mystic Red,Parallel Bar Earring,T Shirt Black,Elementalist,,Goblin,Stiched,Pale
4194,0.6,6717,66.76,https://solanart.io/search/?token=2KFXkD9yZxwBZAE1vNRdgwBNvyXsQNEYCvMfTi75aUvd,Oni Talisman,Blue,,Tanktop Black,Devil,,Ponytail Green,Angry,Pale
4195,1.29,6667,60.08,https://solanart.io/search/?token=CQQXwaQv6qh6k7EVHR5hvUCEpxPaQUwdxJqvhLDydm5c,Oni Talisman,Red,,T Shirt Teal,Samsara,,Ponytail Green,Smirk,Undead
4198,5,1598,45.81,https://solanart.io/search/?token=9kVNc3AEfgRnCCAo4hkCpxr4zVFuT4YGyfpco9jjU1KV,Ear Cuffs,Green,,Shirtless,Nymph,Ninja Mask,Spiky Blue,,Undead Tattooed
4199,8,4986,0.55,https://solanart.io/search/?token=DJ5nxYWiL4md6BYaLjJ1FYyQTbmffwg5oNMj9MzParM2,Rope Choker,Yellow,,Suit Purple,Devil,,Long Black,Angry,Undead Tattooed
4210,2.66,2124,66.84,https://solanart.io/search/?token=7wQLLsmRrUjrfavK99nQd2KnskeC68RAG9647uzF3EKt,,Red,Cat Mask,Tanktop Black,Fire,,Ponytail Red,Neutral,Undead Tattooed
4212,7.77,2822,12.59,https://solanart.io/search/?token=4DWWthDRF8jbSF2ETj7bc6pzVBowuo3tA3C2SK3d3an8,X Choker,Holo,,Suit Purple,Orange,,Dreads Red,Shark,Undead
4214,4.5,1887,49.5,https://solanart.io/search/?token=AitNYKxftyuhaumH7jrabKqJk9u62XCJhP5jV7tVthKE,Pain Piercing,Blue,,Jumper Teal,Nymph,Cigarette,Ponytail White,,Pale Tattooed
4224,2.2,6906,49.91,https://solanart.io/search/?token=4ZaeG61Hi2Stt1jquu7hGACEzDrcLJCgBZ2xcrLXeiEQ,Nose Scar,Red,,Tanktop Red,Closed,,Man Bun Teal,Angry,Tan
4233,2.17,8307,43.9,https://solanart.io/search/?token=5N7QuHafqEzDZaX2KZFVRn1c3y1rqXPBfLLYqUbCqiHG,,Blue,,Skeleton T Shirt,Purple,,Man Bun Green,Smirk,Pale Tattooed
4237,4,7561,28.96,https://solanart.io/search/?token=C1ECF1QBuxFSFTVmPPrSrmVxyoGpYh8DzuVyYCioFS6C,Neck Bandage,Blue,,Jumper Yellow,Devil,,Man Bun Green,Angry,Undead
4239,10,7425,0,https://solanart.io/search/?token=6bhgZejdgNoTEyTVWrt85qJyiSSWwMEHLDDM8sKpM23n,Cheek Scar,Purple,,Suit Teal,Purple,,Long Red,Goblin,Pale
4240,7,7721,0,https://solanart.io/search/?token=5LqFEd9W1EG4ymwPUptRdujBqNegQWoEXXkPGTzaUyrL,,Green,,Raijin's Robe,Orange,Bubblegum,Dreads Red,,Tan
4253,2.98,6468,44.08,https://solanart.io/search/?token=DUryQU5PB6SzeeCUJkpZZALieVhpFjWDs9U9ZRc3SVvu,,Red,,Tanktop Teal,Purple,,Goblin,Fang,Kaisen
4255,1,6059,65.72,https://solanart.io/search/?token=ByCtXUdbvm8uWBiuknq2exXYCJBi9frwL283PkVGZzR6,Cheek Scar,Purple,,Shinto Uniform,Samsara,,Ponytail Black,Fang,Undead
4257,0.48,4231,79.15,https://solanart.io/search/?token=7L1zCDxX3jhQUBn4junNDmvjq5oFKg5A3vkNuVLqrFE8,Bandage,Green,,T Shirt Teal,Orange,,Spiky Blue,Fang,Pale Tattooed
4263,2,949,78.73,https://solanart.io/search/?token=BZnFeRm5ETDxtZT4MscfARsXALNTVHEn3Y3wiVCstLXV,Oni Talisman,Black,,Hoodie,Possessed,,Samurai Bun,Fang,Undead Tattooed
4265,0.8,5337,70.97,https://solanart.io/search/?token=2MAx6u2f6UqPVVtPyXb82M9RQMkooKDAfzRwg2jBaXmJ,,Purple,Rolling Hill Earring,T Shirt Red,Purple,,Textured Rose,Stiched,Pale
4266,5,4397,33.2,https://solanart.io/search/?token=D5rUSAC5RQuK6PiC6Seiqa8etFiURsHqvDHfhiEe21nK,Neck Bandage,Yellow,,Tanktop Black,Devil,,Textured Green,Angry,Tan Tattooed
4282,2.2,8228,43.95,https://solanart.io/search/?token=vqVKgN5jhbDLAmdGFPck2FKp5tTwYZbyxuHt6hjnSDJ,X Choker,Green,,Skeleton T Shirt,Samsara,,Textured Purple,Angry,Pale
4286,1.01,4238,73.82,https://solanart.io/search/?token=5HtwtWvH8QetJR1TVkWQyqDxgbVPfCCBoRPxbKjNnakF,Eye Patch,Red,,Suit Classic,Closed,Bubblegum,Dreads Rose,,Tan
4290,4.8,8469,16.87,https://solanart.io/search/?token=8x27fVp7LZJRYetwAnZ8CcnAk7VjVvZHQ6g9FQqtSHwZ,,Yellow,,Jumper Yellow,Elementalist,,Long Cyan,Angry,Tan
