id,price,moonRank,💎 score (%),storeURL,Arsenal Back,Arsenal Front,Background,Base,Decoration,Elite,Eyes,Headwear,Nose,Outerwear,Outfit
5192,7.2,1230,43.08,https://magiceden.io/item-details/E4iNo8YmcsBkVm6wP9xfVb4twnQGdxZSgNqhNGmFr9oC,None,Soul,Sky Blue,Green - Gold Tooth,Piercing (Right),,Glasses (Half-frame),Ancient Reverie,Default,None,Blade Runner Jacket
5210,30,1693,0,https://magiceden.io/item-details/CsfQs6eXYAMZBRnsc89mdryK35L6ZnCdAHWBDGPqEXJL,None,None,Aqua,Black - Open-minded,Hanging Charms,,Parasite,Ancient Reverie,Piercing (Hoop),None,Astronaut
5228,9.99,5281,0,https://magiceden.io/item-details/57Z5wm7f9dBAusBZM6BxJewP8Pyx2nLvaAcBMvjHn3Yk,None,None,Deep Gray,Circuitry (Purple) - Default,None,,Flower Eyes,Stapled Dome,Triangular,None,Basic Tee (Red)
5240,5.5,4253,47.99,https://solanart.io/search/?token=4ADQywRcrF1jRMD9Yc3YQWboPyD1JjiCD8d1a3bFie58,None,None,Slate Gray,Blue - Sewn,Piercing (Right),,Double Button Eyes,Viking's Helmet,Triangular,None,Hoodie (Purple)
5272,5,7538,39.85,https://solanart.io/search/?token=CXFhd9Pb2a2ZXkjWnYKumjdnzcwqcybn5RCRvTYTNJw4,None,None,Bone,Black - Gold Tooth,None,,Flower Eyes,Fez,Triangular,None,Turtleneck (Blue)
5274,2.69,7418,63.43,https://solanart.io/search/?token=6RvWTJQqXZY9TPyKfivLSXqf5uGQrdEwPY4NHodFXujk,None,None,Bone,Red - Toothy,None,,Eyepatch,Dad Hat,Piercing (Studded Hoop),None,Basic Tee (Purple)
5275,15,1253,0,https://solanart.io/search/?token=2ududBzZvv4bLmiwCZbsH1DWfk59c6TC6tScqdwC45Ro,Crucifix of the Maligned,None,Yellow,Red - Default,None,,Feminine,None,Piercing (Barbell),Reaper Hood 2,Collared Shirt (Green)
5279,15,1729,0,https://solanart.io/search/?token=Bqy1aJwBcgvgN5KakE1gYBBxWZQ2ZUbV5EAs6Ku36rMv,None,None,Aqua,Purple - Cracked,Freckles,,Occular Tech,Jewel,Triangular,Gas Mask,None
5280,35,1274,0,https://magiceden.io/item-details/ES2rbuBB9wRspKusS7o789EPK2T1xNXknAwuS92PNemf,None,Soul,Red,Gray - Toothy,None,,Default,Jewel,Mustache,Gas Mask,Hoodie (Pink)
5315,27,2534,0,https://magiceden.io/item-details/9DNMRcn6UjUtEmQdGUbxZvhLynmbAnh8wDsX1rsokQH9,None,None,Red,Black - Fangs,Hanging Charms,,Default,None,Double-Barrel,Reaper Hood 2 (White),Turtleneck (Red)
5324,7,9337,12.65,https://alpha.art/t/2bWEjrmRi772nTS1diiTrywgrJoBTG7qTCdoKE3vmtX6,None,None,Sky Blue,Green - Default,None,,Closed,Ballcap (Planet),Double-Barrel,None,Turtleneck (Blue)
5349,7,2693,39.23,https://magiceden.io/item-details/K7Xvxk6LJvhohmThoN379PAB6z6DrNVAsJtp9rR3Nr2,None,None,Green,Red - Side Open,Piercing (Right),,Dead,Gachapon,Default,None,Robe (Blue)
5379,20,2378,0,https://solanart.io/search/?token=AieaVYccUi6Ty1aGp4cfxKvhB3gKAAkcbMqAYKdJJSpT,Crucifix of the Maligned,None,Slate Gray,Gray - Sewn,None,,Superhero Mask,Jewel,Piercing (Studded Hoop),None,Collared Shirt (Green)
5390,8,9878,0.49,https://alpha.art/t/3uyQSUQghjv2Qf1JtyeDnqCj4Jd6JEc9qjXicDrnz4bq,None,None,Purple,Black - Open-minded,None,,Googles,None,Triangular,None,Turtleneck (Blue)
5409,5.5,8787,29.85,https://solanart.io/search/?token=H1Web3SYxbXHrgdK4ox6jLKGurnyRmL3myZZCkdLJSQC,None,None,Blue,Green - Default,None,,Glasses (Half-moon),Horns (Small),Double-Barrel,None,Robe (Pink)
5416,4.5,7704,44.18,https://magiceden.io/item-details/HQE4UMScpoYBFevzpJvTB7NqAyq94mxNcgJ3cScQcGwa,None,None,Slate Gray,Black - Sewn,None,,Blindfold,Jewel,Triangular,None,Hoodie (Blue)
5431,3,7699,59.2,https://alpha.art/t/BSw5w9XWtrZBtZwA3iM6smNWjjYLQFkcK78geAHLxEUh,None,Soul,Sky Blue,Black - Open-minded,None,,Sunglasses,None,Double-Barrel,None,Turtleneck (Red)
5432,9,1727,23.09,https://solanart.io/search/?token=3WhRyartHG4cGTANSwkPL8Dx2JGXVjKJxRGayLvr7G5k,None,Nephul Tablet,Bone,Green - Default,None,,Scope Technology,Flat Bill Cap (Coffin),Heart,None,Basic Tee (Black)
5455,10,9837,0,https://solanart.io/search/?token=6aAc3MqUbABLcrVHRZ5pWjNQucJLWmSS95zVNTbFXF1M,None,None,Yellow,Gray - Open-minded,None,,Angry,Crystal,Narrow,None,Basic Tee (Red)
5484,7,9262,12.95,https://solanart.io/search/?token=5PFXBF9rUXTN9yQcqCFh7PZCVhgj6ghAs47z7r85HUDu,None,None,Sky Blue,Green - Cigarette,None,,Eyebrow Raise,Viking's Helmet,Narrow,None,Basic Tee (Black)
5492,21,2231,0,https://solanart.io/search/?token=FgRcVSVpHCJZNDgULJHih1QQGBe8xKiYSRHjKYLFquNF,None,None,Aqua,Yellow - Default,Piercing (Right),,Cyclops,Ballcap (Night),Double-Barrel,None,Metal Robe
5496,8,5872,16.51,https://solanart.io/search/?token=Hss6aWk9g6zjTyin9T7Z7oLpiugUtk8J348FsKvg2nMy,None,None,Slate Gray,Green - Toothy,None,,Eyepatch,Cycling Cap,Piercing (Studded Hoop),None,Hoodie (Pink)
5497,3,8703,55.19,https://magiceden.io/item-details/5ssjncR3BoupVSbhtXNKvLcEP3bjkQ2L8QZ12bzDrLW9,None,None,Blue,White - Gold Tooth,None,,Adorable,Ballcap (Night),Heart,None,Robe (Blue)
5546,8,5494,18.02,https://solanart.io/search/?token=ZLdKpY2rvufwya3Z9pGx8nFjZmi83cCsgiY7vXmAAWx,None,None,Purple,Yellow - Lockjaw,None,,Feminine,None,Narrow,Reaper Hood 2 (White),Tanktop
5558,2.45,9214,58.64,https://alpha.art/t/8XmpsbphPGoDgWhJsVXYdyqZkLx3SujKjySR2ghaePwy,None,None,Pink,Blue - Gold Tooth,None,,Glasses (Half-moon),Ballcap (Night),Heart,None,Collared Shirt (Green)
5595,4.869,4988,51.36,https://solanart.io/search/?token=9SoSZVh7fr69WXJ2SJ6ccNiwgEcouhXs5gDwvEwybHLL,None,None,Aqua,Purple - Toothy,None,,Feminine,None,Piercing (Hoop),Reaper Hood 2,Basic Tee (Red)
5608,2.35,6500,70.5,https://magiceden.io/item-details/3BdLMBPKafgKCFATQFsz73iUFbVWSoWyiYgAhxuy1zwG,None,None,Slate Gray,Blue - Sewn,None,,Adorable,Trucker Hat (Green),Mustache,None,Cyberpunk Jacket
5629,2.45,4384,77.96,https://magiceden.io/item-details/rPznjRtY4sHdDKBJmmdVnkFYSyFHjjhZnYQBz3nayS9,None,None,Bone,Yellow - Lockjaw,Freckles,,Dead,Athletic Visor,Piercing (Barbell),None,Basic Tee (White)
5650,7,9435,12.26,https://magiceden.io/item-details/BqANokCBKjdBH2iTGMs9wrS4p4fTk1mRSULQmdtQsFXE,None,None,Blue,Green - Cracked,None,,Glasses (Half-moon),Beanie,Triangular,None,Collared Shirt (Gray)
5651,9,1315,24.74,https://solanart.io/search/?token=6npEAsAJ5zrjwLoNseor87orrfj6HE48ar1P58NisFpZ,None,Soul,Blue,Black - Default,Piercing (Left),,Blindfold,Ornamental Circlet,Double-Barrel,None,80s Jogging Jacket
5652,35,1968,0,https://solanart.io/search/?token=2g8bJnnG89pe5QcZHfBDN1iY5aZyW4hceFXi3ktR1Qvv,None,Soul,Slate Gray,Blue - Side Open,None,,Glasses (Round),Beanie,Piercing (Barbell),None,Silver Armor
5656,5.99,1620,53.62,https://magiceden.io/item-details/7mk5rvEmoNPNstHnEcgTj2pzVAZRtiiDan2PZf7DJdf3,None,Harrow Staff,Deep Gray,Gray - Oooh,None,,Default,Bandana (Tied),Mustache,None,Turtleneck (Red)
5661,5.75,4574,44.2,https://solanart.io/search/?token=EDn8WpDJCbKjU94mmnZsAR7U1hu626HEn8otYDfVBFv9,None,Soul,Aqua,Blue - Toothy,None,,Glasses (Half-moon),Bowler,Heart,None,Leather Jacket
5665,8,6845,12.62,https://solanart.io/search/?token=CUPsbgfEgrUSnkNx45cFM7AGmh7vfwj2GWTs9iNLa4J8,None,None,Purple,Black - Gold Tooth,None,,Angry,Propeller Hat,Narrow,None,Hoodie (Gray)
5670,25,140,0,https://solanart.io/search/?token=4XgCwmN2DSqskP2FUC8eCZtfJhyA6q8ptxNHUAVxeoRt,Crucifix of the Maligned,Look Up,Aqua,Ancient Default,Runic Marking 5,,Grinning,Crystal,Default,Reverie Beads,None
5673,8,7027,11.89,https://magiceden.io/item-details/3E8WxuuAcaL83bJLsE4e27DGprzwXjqJ78Lr1FhbbSdv,None,None,Sky Blue,Gray - Lockjaw,None,,Eyeballs,Ball Cap (Skull),Piercing (Studded Hoop),None,Hoodie (Gray)
5707,19.99,2518,0,https://magiceden.io/item-details/926ARUbni5uyDbe7tY6sjhX7ZEAeMBm7NPo2TmxjjVGg,None,None,Blue,Ape - Default,Piercing (Left),,Adorable,Cycling Cap,Piercing (Hoop),None,Tanktop
5713,100,7443,0,https://magiceden.io/item-details/3gqtT555HfXHexFvYtMtvxiRfKXAHrLxbLo82PKLuxC3,None,None,Yellow,Gray - Cigarette,None,,3D Glasses,Trucker Hat (Dusty),Triangular,None,Basic Tee (Yellow)
5734,6.9,3135,38.46,https://solanart.io/search/?token=UDHy9yUrTxhAW8U7dkbjyTxrekLwNrPYo2eqTCuCE8A,None,None,Blue,White - Cracked,Freckles,,Glasses (Round),Fedora,Piercing (Hoop),None,Robe (Blue)
5738,6,4051,43.8,https://magiceden.io/item-details/2TgzFPnupm1GbCr15VxXzX8DYaqiN2aopZBQ7nKeayqx,None,None,Green,Red - Cigarette,Piercing (Double),,Glasses (Half-frame),Fedora,Piercing (Studded Hoop),None,Turtleneck (Red)
5764,7,2083,41.67,https://magiceden.io/item-details/DCBfD2rC7t4JXELrRJTQGiyWctxvaUZAUrHPBXxBJ7hc,None,None,Blue,Robot - Default,Hanging Charms,,3D Glasses,Iron Dome,Default,None,Overalls
5783,5,7370,40.52,https://magiceden.io/item-details/5itM492CLksXmnUj4JiyHewRVV3pxs3jGBfGjjQ6NLKP,None,None,Green,Gray - Gold Tooth,None,,Adorable,Shriving Stone,Triangular,None,Hoodie (Blue)
5788,6,7793,28.83,https://magiceden.io/item-details/5iJwvScXWRvMr9nnjoV1WUV1eT4RiYrS4pZeowRpjWJe,None,None,Bone,Black - Gold Tooth,None,,Glasses (Half-frame),Halo 2,Narrow,None,Silver Armor
5792,8,6818,12.73,https://magiceden.io/item-details/3Gnr8GEfn7wVS2CP156pR26VxcwUCRUgdPj9ddGvakWt,None,None,Yellow,Red - Toothy,None,,Closed,Spring Break Visor,Narrow,None,Metal Robe
5796,4,2701,69.2,https://magiceden.io/item-details/5rANMrxuRrkP8MKhzuuKSWk4ZNJaufa8MiRSbBwc3nS2,None,None,Blue,Gray - Default,Piercing (Left),,Eyepatch,Trucker Hat (Green),Piercing (Studded Hoop),None,Explorer's Outfit
5800,28,5727,0,https://magiceden.io/item-details/7cWv1gZR8DDrjNQbnYt8EqAa5paU273k5JoJUELYbaqW,None,None,Blue,Green - Cigarette,None,,Eyeballs,None,Default,Reaper Hood 2 (White),Collared Shirt (Green)
5806,10,2010,11.96,https://magiceden.io/item-details/9S1zW2wrDEpth58bahbFTjTj1NzF689UARdZoSqf3cAe,None,Soul,Slate Gray,Purple - Fangs,Freckles,,Dead,Lil Skully,Triangular,None,Collared Shirt (White)
5808,5,8086,37.66,https://magiceden.io/item-details/FqE83wa6Bz5hzjhsfS3f526V4vGE5wucTRmBrpnS8BYE,None,None,Blue,Gray - Cracked,None,,Sunglasses,Propeller Hat,Narrow,None,Tanktop
5821,9.5,4689,6.24,https://solanart.io/search/?token=9mwRrmk8gNcEuNCaJ4CgPHds5N4ckAPhDrrDhF1pqcBc,None,None,Bone,Yellow - Cigarette,None,,Double Button Eyes,None,Double-Barrel,Reaper Hood 2,Collared Shirt (White)
5853,15,8583,0,https://solanart.io/search/?token=9omfovysjvkk2ZypUFAEmU155ca24dwQRQhU3oW1o1uA,None,None,Slate Gray,Golden Automaton - Default,None,,Feminine,Ornamental Circlet,Default,None,Turtleneck (Red)
5860,12,7807,0,https://solanart.io/search/?token=3m1inEnVBvfD3koYSw7Who9JDPxhdDi2QAcuftDtPtQe,None,None,Pink,Infernal - Default,None,,Glasses (Half-moon),Viking's Helmet,Triangular,None,Turtleneck (Red)
5913,20,3434,0,https://magiceden.io/item-details/8A3xf9Rex3EwrtEZodWKyG6q19kkCP5DcUoS2YHMgBo4,Draelic Nimbus,None,Red,Black - Side Open,None,,Sunken,Stapled Dome,Heart,None,Robe (White)
6022,30,574,0,https://solanart.io/search/?token=CmmA3FS6k4Z7vHMrDck2USag4QxNt6eRo5X4NE4BZhKY,Herald's Halo,None,Pink,White - Gold Tooth,Piercing (Left),,Bored,Lil Skully Pilot,Heart,None,Reaper Cloak
6075,2.5,9423,57.31,https://magiceden.io/item-details/6E47qXkDaMtS1nH5jyGGAWAUxfx6vG2NebYn9kvW4cpZ,None,None,Bone,Red - Open,None,,Monocle,Jewel,Narrow,None,Collared Shirt (Gray)
6079,4.99,6357,44.67,https://magiceden.io/item-details/7fKXFJbiUgnSoGEJG9QWC4t5GSa1Vj3wu6CxzGXgwobs,None,None,Bone,Black - Default,None,,3D Glasses,Punk Hair,Default,None,Star Priest
6082,20,223,0,https://solanart.io/search/?token=CmcUfwHhLfMfq6p9E61u9MFEDEop9TgbCYDU9CEFtt3G,None,Harrow Staff,Red,Ancient Open,Runic Marking 5,,Ancient Bored,Circlet,Default,Reverie Beads,None
6108,7.49,8686,10.36,https://solanart.io/search/?token=7DS5GcR4eNA3MMTnBeJ5CR7qAQURmBauPp6UFtLgFEGn,None,None,Bone,Gray - Lockjaw,None,,Eyeballs,Officer's Cap,Narrow,None,High-Collar Robes
6109,347,190,0,https://magiceden.io/item-details/AenMafgKPvBdaAFzccvqCxMuDPpyJr73KhZYTcRVeAB3,Umbric Bindings,None,Deep Gray,Ancient Default,Runic Marking 5,,Ancient Angry,Baphomet Horns,Default,Overgrown,None
6111,9.95,1562,14.25,https://magiceden.io/item-details/BFzP4rBut4JsNqWE8J6vsjMZxEroCYVsyygkAMqoo544,Herald's Halo,None,Red,White - Cracked,None,,Coins,Propeller Hat,Double-Barrel,None,Reaper Cloak
6138,3.95,7056,52.28,https://magiceden.io/item-details/7pbfh7XgsSJtiNvQAue4eKKC1q6Zhyzq6iHZ8AbvpS9q,None,None,Pink,Green - Cracked,None,,Glasses (Round),Tilted Halo,Piercing (Studded Hoop),None,Basic Tee (White)
6149,2.7,8469,59.12,https://magiceden.io/item-details/4mee4v3HLGybhLBS5ShpPDAkfiMtBJNrwGuwVsJCAbho,None,None,Fuschia,Gray - Sewn,None,,Dead,Ballcap (Night),Piercing (Barbell),None,Tutrleneck (Black)
6153,2,7647,69.41,https://solanart.io/search/?token=CtnHjDdjthueA1GVkY4xUzzA9DrwhxpCEMQogFoo4XFk,None,None,Bone,Blue - Open,None,,Button Eye,Beanie 2,Default,None,Leather Jacket
6157,5.86,2746,50.42,https://solanart.io/search/?token=BzTMhFuWkhrKzQR65EADzfz2Uu6w4SxysHP1vTnvYGuA,None,None,Fuschia,Black - Side Open,Hanging Charms,,Sunglasses (Big),Baphomet Horns,Default,None,Robe (Blue)
6158,7,5644,27.42,https://solanart.io/search/?token=9mpMTTX94mK6tgMESBjYqDk41Njc93LDHRHEwf6WRRY6,None,None,Sky Blue,Green - Cigarette,None,,3D Glasses,Flat Bill Cap (Coffin),Default,None,Power Armor
6212,5.4,9840,26.64,https://magiceden.io/item-details/DGvWVRs6DzmjE8fNgT5cnmoz3cdoFPdka3QxNrd3CoW9,None,None,Red,Gray - Gold Tooth,None,,Bored,Ballcap (Night),Heart,None,None
6240,50,3843,0,https://solanart.io/search/?token=DLb2V4osxTsXyunfxvn328pxg2kHyvC9x3a9brJD7KJm,None,None,Sky Blue,White - Gold Tooth,None,,Flower Eyes,None,Piercing (Hoop),Reaper Hood 2,Basic Tee (Black)
6259,30,561,0,https://magiceden.io/item-details/HJE3AL353Hs8C1wGcQPtSJZDzUPJS682gWnuMHkqFzbW,None,Harrow Staff,Deep Gray,Blue - Side Open,Face Tattoo,,Parasite,Stapled Dome,Triangular,None,Tanktop
6301,12.99,5352,0,https://magiceden.io/item-details/5nQjM6bCdv1a6q2a1Qdd65LZY8Fcrhj3MNYWHVYCrfnW,None,None,Fuschia,Slime - Default,None,,Eyeballs,Silver Crown,Double-Barrel,None,Turtleneck (Blue)
6311,25,427,0,https://solanart.io/search/?token=CQ2nGEM8K2ZUBenJ8ocvR15mDHs8e8JAWFVKDRgDYqcB,Herald's Halo,None,Sky Blue,Ancient Default,Runic Marking 2,,Ancient Default,Socketed Circlet,Default,None,None
6320,10,8672,0,https://solanart.io/search/?token=6VM35Kj46fMCMSzViBddAqQBXYUM1NDRtjvWpiez6nAj,None,None,Bone,Gray - Lockjaw,None,,Feminine,Tiny Crown,Heart,None,Robe (Blue)
6331,18,2937,0,https://solanart.io/search/?token=BaHcTJcDodQR5gDeBXYTVVoLDaPqcuKWfoW7jaPD8N83,Herald's Halo,Soul,Deep Gray,Red - Lockjaw,None,,Blindfold,None,Double-Barrel,None,None
6333,35,2975,0,https://solanart.io/search/?token=BjxL7j4XRr3P76Jnd4CAVQ8xjFhk2wpP7EZbVdXJYbnn,None,None,Pink,Purple - Open,Piercing (Right),,3D Glasses,King's Crown,Default,None,Hoodie (Blue)
6349,37,4559,0,https://solanart.io/search/?token=4wcChPLZ3p1eKsf1fc62TBxXoJePJVVaMNrLVDW6HmRX,Draelic Nimbus,None,Red,Green - Open,None,,Coins,Beanie,Heart,None,None
6353,5.5,1676,58.3,https://solanart.io/search/?token=3s1FDhY2y38pzUx6QQeCb76UFcXnzkniWbzYiHVu5iQK,Crucifix of the Maligned,None,Purple,Red - Side Open,None,,Adorable,Bandana (Tied),Piercing (Hoop),None,Hoodie (Blue)
6360,5,8449,36.2,https://solanart.io/search/?token=6hznH9PxMTXZn4DSFaCuXZJvMTm1yMwbWmhkenuHWJEe,None,None,Red,Black - Cigarette,None,,Googles,Ball Cap (Skull),Narrow,None,Basic Tee (Purple)
6443,2.3,8414,63.34,https://solanart.io/search/?token=EeC2NLen5KNe65jR8R81PWmZmuAk1EqDDxruBr1f148J,None,None,Pink,Green - Side Open,None,,3D Glasses,Cycling Cap,Double-Barrel,None,Basic Tee (Black)
6445,6.5,8123,22.51,https://solanart.io/search/?token=FQmM6nAQmwSwqut7UyphiDy8NK3S4qFUtgPUVEiZDLms,None,None,Sky Blue,Purple - Sewn,None,,Possessed,Jewel,Triangular,None,Tanktop
6447,6,931,56.28,https://magiceden.io/item-details/BT8t26weFWVx5bR9swddMoj8UEXsBsipmv1WCPDCC7Y6,Draelic Nimbus,None,Deep Gray,White - Toothy,Hanging Charms,,Glasses (Round),Propeller Hat,Double-Barrel,None,Turtleneck (Green)
6461,3,9601,51.6,https://solanart.io/search/?token=C1TVanivQMcwnpbfL34VqNmrDd7kZSGai8Z3LVvfFxgN,None,None,Green,Yellow - Open,None,,Dead,Ballcap (Planet),Narrow,None,Collared Shirt (White)
6559,2.2,9776,58.9,https://solanart.io/search/?token=14153HNr5QppCYGcUJjSDzwY8wAGffnGra3ffBexTpKQ,None,None,Fuschia,Blue - Toothy,None,,Closed,Trucker Hat (Purple),Default,None,Basic Tee (Purple)
6574,8.9,4197,14.21,https://magiceden.io/item-details/BdPuhcAw7Nb9VpppatH3Wv1XbckHqZGf3RnTT9VAZiNZ,None,None,Fuschia,Blue - Fangs,None,,Eyebrow Raise,None,Narrow,Reaper Hood 2,Hoodie (Gray)
6610,4.2,9408,40.37,https://solanart.io/search/?token=3WDc4PiXuqiaq6KX6Mr7xEJA2WAMiQPWaUnhaAZq68wr,None,None,Deep Gray,Green - Default,None,,Eyebrow Raise,Fedora,Triangular,None,Basic Tee (Yellow)
6627,6.9,1038,46.85,https://magiceden.io/item-details/2bYKgiZAnxwB6NNCjM3C8YfHnv3xd9UyeiD7HT5Ua65C,Draelic Nimbus,Soul,Sky Blue,Black - Open-minded,Piercing (Right),,Monocle,None,Narrow,None,Turtleneck (Blue)
6628,19,5072,0,https://solanart.io/search/?token=9y5XQawipz24hEoiq3sFVUpJSfB33STJYEb6dpAZBMtT,None,None,Purple,Gray - Side Open,Piercing (Right),,Closed,Crimson Beret,Narrow,None,Collared Shirt (Gray)
6645,198,1461,0,https://magiceden.io/item-details/3Xg9wQVjEUyz5LfAgbHcSRicftPjW2Jg6Y2YPzexdaXe,None,None,Aqua,Blue - Side Open,Piercing (Left),,Double Button Eyes,None,Piercing (Studded Hoop),Reaper Hood 2 (White),Basic Tee (Yellow)
6668,500,104,0,https://solanart.io/search/?token=2C1JeGNasQKtiFjqWCBqqwNrfsAQwgARq1c3rYCmBmEB,Crucifix of the Maligned,Look Up,Pink,Ancient Default,Runic Marking 1,,Red Glow,Socketed Circlet,Beaded,None,None
6677,3.88,7569,50.92,https://magiceden.io/item-details/B8Tkxr7gqH8tanGz6bEzvpFywQLEZpRiATydLJoYFjBR,None,None,Yellow,Green - Side Open,None,,Toon,None,Triangular,None,80s Jogging Jacket
6679,25,5045,0,https://magiceden.io/item-details/3Lb1EBRzoFtT8sLEo2Sno5kiAdweAf4PryxPJShesxwT,None,None,Aqua,Gray - Gold Tooth,None,,Occular Tech II,Fedora,Triangular,None,Cyberpunk Jacket
6698,2.2,8916,62.34,https://solanart.io/search/?token=5Yvd7vXYj1HkUCYzGE7jEmsxr4MkXKAE45rjxNLDbf16,None,None,Slate Gray,Black - Cracked,None,,Sunglasses,Cowboy Hat,Default,None,Tanktop
6731,3.75,6729,55.58,https://magiceden.io/item-details/4ZPj9VzQSPSj6i4cBukhPGufATxRQe3y1fJ6zRdN8od7,None,None,Red,Purple - Oooh,None,,Flower Eyes,Witch,Default,None,Hoodie (Red)
6740,15,3811,0,https://magiceden.io/item-details/DjC4wdQvGD7jpen8dqXitE26fwtmLL84j3fKXq4a8xMF,None,Soul,Fuschia,Purple - Cracked,None,,Angry,Headband,Piercing (Barbell),None,Basic Tee (Purple)
6743,4.69,9333,35.77,https://magiceden.io/item-details/3JgpzrX3GSvvXjCSTj64NyWchYuZXauhLzQPACKCbFL7,None,None,Deep Gray,Red - Sewn,None,,Glasses (Half-frame),Viking's Helmet,Narrow,None,Turtleneck (Red)
6745,4.2,7984,46.06,https://solanart.io/search/?token=JbXxxmzpY9XbQDmiZ29fkWJ39AVbgCZbv3Mu4fcETuN,None,None,Bone,Gray - Cracked,None,,Double Button Eyes,Conductor's Hat,Default,None,Collared Shirt (Gray)
6747,29.99,1238,0,https://magiceden.io/item-details/9M53bCv6JBMg4tbpGVmY7nvdMAANoE3G242xw7Fk6765,None,None,Pink,Yellow - Toothy,Piercing (Left),,Default,Bowler,Heart,Surgical Mask,Collared Shirt (Green)
6765,5.38,1438,60.45,https://solanart.io/search/?token=BKwRX4xdJANmHcJER2b8ph12SF5CeX8s9tJQVPQGFPyC,None,Soul,Blue,Gray - Oooh,Face Tattoo,,Feminine,Officer's Cap,Piercing (Hoop),None,Turtleneck (Red)
6777,5,7925,38.3,https://magiceden.io/item-details/3KZDgafq2HwDozZQ8B7AprqerRvBNmVtx3ZCHoVthCuz,None,None,Sky Blue,Black - Lockjaw,None,,Button Eye,Dad Hat,Default,None,Robe (Pink)
6781,17,995,0,https://solanart.io/search/?token=D7BRWziZf7RREKm7t9pjT5pwTLgHNi3YKGGx7kAfVcQs,Crucifix of the Maligned,None,Bone,Green - Open-minded,None,,Bored,Crescent Headpiece,Default,Gas Mask,Collared Shirt (Green)
6783,2.05,8288,66.35,https://magiceden.io/item-details/6ShaUNPLdr7TyNtByUGN8NPKJZJu37vVbCULTgJ2dgYw,None,None,Yellow,Gray - Oooh,None,,Googles,Ballcap (Night),Double-Barrel,None,Basic Tee (Black)
6791,8,2329,30.68,https://solanart.io/search/?token=Ac5Ldp84EFbbffxC4xiFuiiZ9f8W2z9ASNsHd6tzmETY,None,None,Red,Blue - Sewn,Sigils,,Superhero Mask,Halo 2,Piercing (Hoop),None,Basic Tee (Red)
6802,12,5566,0,https://solanart.io/search/?token=4t5X11rxtFJihjA4SgxSsNjU2XrxtM2kRPu72JjHgjP8,None,None,Red,Black - Oooh,None,,Flower Eyes,Punk Hair,Piercing (Hoop),None,Hoodie (Blue)
6805,4.9,4974,51.1,https://solanart.io/search/?token=8Dr7BwtgecqWKrVVAUrh2oNPcgCrtPEfMnVpEcTM4eGF,None,None,Yellow,Red - Default,Piercing (Left),,Blindfold,Stapled Dome,Default,None,Turtleneck (Red)
6817,3.5,9136,48.46,https://magiceden.io/item-details/AuRDjGp112UsC3SHcsrez5KrjFaKmmD7X1QWU1pRZgxf,None,None,Purple,White - Open-minded,None,,Default,Shriving Stone,Triangular,None,Collared Shirt (White)
6826,100,2868,0,https://magiceden.io/item-details/4rjxFHHLBmwRp7d2HuD4ANJkNAyahapCb1zazdPfSa93,None,Soul,Pink,Black - Sewn,None,,Coins,Tiny Crown,Piercing (Barbell),None,Leather Jacket
6901,19,3493,0,https://solanart.io/search/?token=8k6LztzjfG1rbQ5ZTAYCnRwVfQyugEJ2akdiZ6eKgp5L,None,Soul,Aqua,Gray - Side Open,None,,Superhero Mask,Trucker Hat (Green),Narrow,None,Tutrleneck (Black)
6903,12,375,0,https://solanart.io/search/?token=3pqQ3KRkWDnNscKdgF8HSmGCLAKDGshSCaXhy4Vv5Qz3,Oerberus Halo,None,Blue,Green - Default,Freckles,,Ancient,Flat Bill Cap (Adventure),Default,Gas Mask,80s Jogging Jacket
6906,20,1890,0,https://magiceden.io/item-details/E2V8UkMLLwQWdMQB6MwLwg9MCBYcUmNZBTeFNDogdsjj,None,None,Purple,Black - Side Open,Freckles,,3D Glasses,Gachapon,Piercing (Studded Hoop),None,Turtleneck (Green)
6930,3.6,3999,68,https://alpha.art/t/A7Fv8ATrcDtaZthUcy5JHVVao3JgNiJXCSxLGGH3UnH2,None,None,Fuschia,Yellow - Open,Piercing (Double),,Blindfold,Horns (Small),Heart,None,Basic Tee (Red)
6934,9,2234,21.06,https://solanart.io/search/?token=2opW6uAHtLU1UunyjeTRL2FkZmYZ1a9g8GdCSBQWhmaw,Oerberus Halo,None,Aqua,Purple - Lockjaw,None,,Parasite,Star,Double-Barrel,None,Cyberpunk Jacket
7003,10,3381,6.48,https://solanart.io/search/?token=6m1fK96bQaD2wQZP1FhuqxoKnPDGutJLoWXXzeieqHgN,None,None,Aqua,Black - Oooh,Piercing (Double),,Coins,Horns (Small),Piercing (Studded Hoop),None,Basic Tee (Purple)
7005,10,8417,0,https://magiceden.io/item-details/Hj5wAi4GjpDkUPYTGS18KraFDq5W6dnX6rftVWNgwJXz,None,None,Purple,Black - Cracked,None,,Sunken,Bow,Piercing (Hoop),None,Tutrleneck (Black)
7019,3.9,2707,70.17,https://solanart.io/search/?token=ChfF2QJiXmGENy9LptZUSiZP64b9MjpQeNNyhRdSR3EV,None,None,Fuschia,Purple - Cigarette,Face Tattoo,,Sunglasses (Big),Ballcap (Planet),Default,None,Hoodie (Purple)
