id,price,moonRank,💎 score (%),storeURL,BACKGROUND,BODY,EXALTED_STAT,FUR,GLASSES,HEAD,IDEA_CREDIT,MOUTH,❤️
10642,3,3908,76.77,https://solanart.io/search/?token=6ZdnQjpcHMLKp8UPpPuZnNRR2hpp92epAppkm2k6AQfv,Purple,No Traits,,Scarred Purple - Grin,Reading Glasses,Boot,,Dynamite - Grin,4
10680,3,13156,50.66,https://solanart.io/search/?token=EA8WNeYH6ymPrcYEwZ3TQRetMxGai2Fomvn498UGtVAK,Purple,Turtle Neck,,Purple - Smirk,No Traits,Belt,,No Traits,6
10714,3.49,4799,69.35,https://solanart.io/search/?token=2Pfz3NZgfFc6Rbwwo57JiKzLbGu7ZgGhLD7GsvTo8Ga5,Purple,Overalls,,Purple - Smirk,Designer Glasses,Lampshade,,Match Stick - Smirk,6
10749,16.690001,904,0,https://solanart.io/search/?token=8B3pQc1REGHeSFJm3PFiEop92AvUaX7cs7uq2UszrniX,Black,Football Jersey - Blue/White,,Black - Grin,No Traits,Sombrero,,Dirty Fiat - Grin,4
10752,15,3907,0,https://solanart.io/search/?token=AR164fqySikce6tw575oNcguBa4EkgyWnUuoeqq5vUyy,Yellow,Tweed Suit,,Brown - Grin,No Traits,No Traits,,Smashed Bottle - Grin,5
10753,165,4209,0,https://solanart.io/search/?token=HwEEhdvLXQWk4egs6sbD4udYTXdKiTmRvasLz14bkK7e,Blue,Degen Service Polo,,Blue - Smirk,Swimming Goggles,Degen Service Hat,,No Traits,4
10774,8.5,2269,26.39,https://solanart.io/search/?token=CdSyWHespaXNig82sZTAgGPH8pTFkRxpCQMZ7ZurnPWo,Yellow,Slav Jacket,,Brown - Smirk,Designer Glasses,Belt,,Match Stick - Smirk,5
10779,1000,746,0,https://solanart.io/search/?token=GtQaAPwN4yLpKCbfXeEJPE93PeTc5dRpRgdHfABZ73Hv,Yellow,Open Shirt,,Gold - Grin,No Traits,Paper Bag,,Bone - Grin,5
10793,6,10723,27.53,https://solanart.io/search/?token=E8GQGNo6YF2bfJJDxXs3t9VTru4oMgu1S1aMA4yz4crz,Yellow,Down Jacket,,Brown - Smirk,No Traits,No Traits,,Match Stick - Smirk,6
10826,6,3142,48.93,https://solanart.io/search/?token=8NDtcRtGjMxx7aXueveWCRFoGuN2rARqLssV5vtWVj2K,Blue,Degen Service Polo,,Blue - Grin,No Traits,Pandas Pickles,,Smashed Bottle - Grin,4
10843,15,9301,0,https://solanart.io/search/?token=3VtsPTd1RW5iupjAoXGbVum3qVWHXfsXS7LTrzwxcWDd,Purple,No Traits,,Purple - Grin,No Traits,Trucker Cap,,Cigar - Grin,6
10848,3.2,12372,50.87,https://solanart.io/search/?token=FqJwPU4ZcM3BZhjbqKXhnaW88vNKwX8dNsZUSej9XAnh,Green,Bandana,,Green - Smirk,No Traits,Pandas Pickles,,No Traits,6
10852,15,4430,0,https://solanart.io/search/?token=DZZrZY3jLBktt7T1qz3cL9mnjcScEpL96pfM6iNRJmvG,Purple,Fishing Vest,,Scarred Purple - Smirk,No Traits,Sombrero,,Rat Tail - Smirk,6
10863,15,9416,0,https://solanart.io/search/?token=8KTGiouCu42kMwpBdvxTocvBVxCGYktvQ8HB81pvGmbY,Purple,Prom King,,Scarred Purple - Grin,No Traits,No Traits,,No Traits,5
10900,9.98,6530,0,https://solanart.io/search/?token=3qC4hVfopmMTLkfTwrHvwgmEJxqZZJQGFEd3SyVzt3eR,Black,Engineer,,Antique - Grin,No Traits,No Traits,,Acid - Grin,4
10936,5.1,11010,35.72,https://solanart.io/search/?token=EPmRwP2eyQshiwLLnSbLuXH7yBDpiqS6gnP7ZE9r4QEU,Purple,No Traits,,Scarred Purple - Grin,No Traits,Takeout,,Bone - Grin,4
10961,22,869,0,https://solanart.io/search/?token=vZtUabsGdVtfdzLnwVYkH7Fb41pqCDV9w25tb5GJ4ea,Blue,Singlet,,Blue - Grin,Star Glasses,Paint Can,,Dynamite - Grin,4
10971,8.5,4515,20.05,https://solanart.io/search/?token=99igPmN8fEWCwzxZ9S7WBNJgdThZpxyXAfv9iJ6TrotJ,Red,Denim Vest,,Red - Smirk,Designer Glasses,Headband,,Bird Foot - Smirk,4
10979,5.2,10703,35.58,https://solanart.io/search/?token=AsgL2or6DvYbzyfzWLVMNUA8E1HmbuXQhHXsfMxaUzof,Yellow,Bumbag,,Brown - Smirk,No Traits,Trash Lid,,Burnt Spoon - Smirk,4
11036,33,6073,0,https://solanart.io/search/?token=8smDttTCVTCmpWid6kkpRmeyCPvavbMULC5CD3Sw7Pkn,Blue,Bumbag,,Blue - Grin,No Traits,Pot,,Smashed Bottle - Grin,5
11050,18,8804,0,https://solanart.io/search/?token=4PzYYk1B5WAqHs8maXtomKW5RAsBUqWraRSZNn1epnGs,Green,Crayon Farmer,,Scarred Green - Smirk,No Traits,Lampshade,,No Traits,4
11051,1.85,13116,62.27,https://solanart.io/search/?token=Ef4fkdrVWPpgh6vRtcDjsi9YDia1xRfUzB379r36co8X,Green,Bumbag,,Green - Smirk,No Traits,Lampshade,,No Traits,5
11062,55,8994,0,https://solanart.io/search/?token=Qh2bgV99HPvu6yMRfpwYXBqC4JYU4ARwDPoeD5VbnYx,Green,Hockey Pads,,Green - Grin,No Traits,Paint Can,,Lollipop - Grin,6
11065,2.5,11803,59.48,https://solanart.io/search/?token=DoDSQvphgLdcndZRsZaU1soA9HcDyyPm1akdJ5pDaD3s,Purple,No Traits,,Purple - Grin,No Traits,Takeout,,Bone - Grin,4
11074,4.5,6367,54.83,https://solanart.io/search/?token=5PWMTezrPiLMgemhYq4KmJ29Sa53YGncgegmC7xhWdNW,Yellow,Bandana,,Brown - Smirk,Trash Vipers,Pandos,,No Traits,6
11085,5.4,13441,25.86,https://solanart.io/search/?token=ATSktGsmxH4pGds88V1NwsofiDe3CqE9ck1yhKWoSkPL,Yellow,Bandana,,Brown - Smirk,No Traits,Degen Service Hat,,No Traits,6
11088,4,11268,45.99,https://solanart.io/search/?token=J1dXnGMsQjRffzGmFyWVokAgTNiTqwc4TsE4bQRFWuMb,Purple,Down Jacket,,Purple - Smirk,No Traits,Trash Lid,,No Traits,4
11089,5,11486,35.37,https://solanart.io/search/?token=9cfZ6WVxxzTtm5B8nzghfz1hCxAkuCUtptep6PUgRWgx,Green,No Traits,,Green - Smirk,Designer Glasses,Colander,,No Traits,4
11119,21.549999,962,0,https://solanart.io/search/?token=F7EbPwrXSMLguGbref6DRfhL5AXWeRU3jZG9hyuw7AVN,Blue,Dress Shirt,,Blue - Grin,Monocle,Belt,,No Traits,6
11132,15,5446,0,https://solanart.io/search/?token=AsZhGPoh2gHvJXfydeuzaAck9vqjyLVdYCdxWAnYAZnJ,Yellow,Fishing Vest,,Brown - Smirk,Reading Glasses,Flat Cap,,No Traits,4
11136,3.6,3405,72.19,https://solanart.io/search/?token=CCXeE2VHnQyPSRVyUCUPQwAvGC4CRWNFjdm1i5WjmpkL,Yellow,Leather Jacket,,Brown - Smirk,Reading Glasses,Lampshade,,Bird Foot - Smirk,4
11145,10,13880,0,https://solanart.io/search/?token=5qg4FwEzwFNV8BUCUbvFnNvNSMnyR8kLr36cKNZbLYLB,Red,No Traits,,Red - Grin,Reading Glasses,No Traits,,No Traits,4
11155,6.9,6426,30.66,https://magiceden.io/item-details/GXyiafhNjC92iai4JNS5uFk3TBUjRtu6SfqxXG5NWFtc,Blue,Overalls,,Blue - Grin,No Traits,Degen Service Hat,,Acid - Grin,4
11158,4.2,11621,42.99,https://solanart.io/search/?token=5JsuvpyogxPWCYAijEA6R3X2NNhiUwqfWqxXN611Xd4T,Yellow,No Traits,,Brown - Grin,No Traits,Beret,,Lollipop - Grin,6
11170,2.5,3723,82.29,https://solanart.io/search/?token=5yrp5LoAf9zQXy5Re5N15DFsaSXZSXQHvajj3bXUP8uv,Yellow,Football Jersey - Blue/White,,Brown - Smirk,Designer Glasses,Ice Cream,,Match Stick - Smirk,4
11171,11,1049,4.84,https://solanart.io/search/?token=53gV1p3J2Czr7E2ZA3J7EmBNvaSj5211M2jMTmHBEj5H,Red,Singlet,,Scarred Red - Grin,Trash Vipers,Road Cone,,Acid - Grin,6
11172,2.39,13770,55.03,https://solanart.io/search/?token=2AkydZPUKNGo9FegBT1qzcCJLHZScYMjkF9X6s1Uv1uD,Purple,No Traits,,Purple - Grin,No Traits,Beret,,No Traits,5
11181,150,3604,0,https://solanart.io/search/?token=HHVAX97be2Yn6WmfFZqgCihqBqbhHYVUEwP92GKVUyyg,Red,Designer Jacket,,Red - Grin,Star Glasses,No Traits,,No Traits,4
11186,4.5,3159,63.88,https://solanart.io/search/?token=EbZ3bSCXMNAxCHxYxBRSv3di7HDjA3toXh5pzhTxcpv9,Blue,Fishing Vest,,Blue - Grin,Reading Glasses,Pandos,,Bone - Grin,6
11253,18.4,2052,0,https://solanart.io/search/?token=3v17pMidwDggy3xg1Hmhf3DYEixpykmjDeXdo6otub8Q,Black,Degen Service Polo,,Scarred Black - Smirk,Star Glasses,Takeout,,No Traits,4
11264,7,5397,32.56,https://solanart.io/search/?token=8T3B85b8Koeq3vDvPHS8AbM6sXKsTmHVch5JqtLFP2Wy,Green,Singlet,,Green - Smirk,No Traits,Beanie,,Rat Tail - Smirk,4
11282,4.2,3001,67.33,https://solanart.io/search/?token=485T73NVm4NJqWwF8rWTGQ9Di5xSnsUXD1EZauyCoJQG,Purple,Xmas Sweater,,Scarred Purple - Grin,No Traits,Pandos,,Dynamite - Grin,6
11301,5,11727,34.69,https://solanart.io/search/?token=EG3t116PF2rKTwqcFvAbmst8uaLmiVXa3xa2GAECtUZM,Yellow,T-Shirt,,Brown - Smirk,No Traits,Paper Bag,,No Traits,4
11313,1.95,12121,64.08,https://solanart.io/search/?token=EGYZHsovjibUjHihVqny6fNsFVKRMsBS7M4XPC5ySjsB,Green,No Traits,,Green - Grin,No Traits,Cardboard Box,,Bone - Grin,6
11316,2.5,8076,70,https://solanart.io/search/?token=CA1QxWsZyzEFtVoteKHqtD8u4MB9STmnLDYz4tpxv4Fe,Purple,Turtle Neck,,Scarred Purple - Smirk,No Traits,Pandos,,Bird Foot - Smirk,4
11325,13,9324,0,https://solanart.io/search/?token=2HagHeyZuQWMyh53SciqwKrouwRscRu6QYmgqTZt5k6y,Black,T-Shirt,,Fox - Grin,No Traits,Beret,,No Traits,5
11338,3,6809,68.58,https://solanart.io/search/?token=C2bN7YB5VTJgAbQND7Ait9wjiLKMr6htaDhFSEtm7TsF,Purple,Bumbag,,Purple - Grin,No Traits,Colander,,Bone - Grin,6
11355,4.2,7825,53.71,https://solanart.io/search/?token=EBTSGp97M5NEAK64AzYGu1BJnvEF54yFi8sVWkXB9jH4,Blue,Hockey Pads,,Blue - Smirk,No Traits,Road Cone,,Match Stick - Smirk,6
11373,8.88,3250,19.83,https://solanart.io/search/?token=5wboRbwZtNdqgvkGQFHmsKxnQa6mHR1E9jcW24Jn8uEU,Black,Hockey Pads,,Fox - Smirk,Designer Glasses,Degen Service Hat,,Rat Tail - Smirk,6
11394,12,9432,0,https://solanart.io/search/?token=Fnseyg8iquTaBfGxdT4aMtjAkTWVhXnRi76j3UqKqvUx,Red,Dress Shirt,,Red - Smirk,No Traits,Belt,,Burnt Spoon - Smirk,6
11408,3,14136,47.89,https://solanart.io/search/?token=8byrfvi9MQ8shhijPgdXb4LTegbjaxrGvXZ3Vs43b1F,Green,Denim Vest,,Green - Smirk,No Traits,No Traits,,No Traits,4
11421,5.55,12841,26.05,https://solanart.io/search/?token=CNofLn4oVDhwWma7yH2McPLQ9pyuS2eMuCt6rcZPeerH,Blue,Bandana,,Blue - Grin,No Traits,Pot,,No Traits,4
11429,10,2439,10.91,https://solanart.io/search/?token=8tvrTbbr3yut5PnK7WNSgBnM6vhvL81LQiAHDBQNBRfZ,Purple,Hoodie,,Purple - Smirk,Trash Vipers,Pandas Pickles,,Match Stick - Smirk,4
11431,4.22,9466,48.88,https://solanart.io/search/?token=A777kRkjqQPZNqUcReFneugJ5ydEvfsb3msiBRigD7SP,Green,Chain,,Green - Smirk,No Traits,Tomato Soup,,No Traits,4
11436,5.1,1462,62.67,https://solanart.io/search/?token=FgbpG5DNzLF2SMSUexZLHc5BuvEJcJXWurBsTizGYE5F,Red,Denim Vest,,Red - Grin,Star Glasses,Tamberine,,Bone - Grin,5
11453,21,10027,0,https://solanart.io/search/?token=BsUNQJVE1rhGHWWoNGs1KGUKDA8epN5Rm4P9YhnN6bYa,Red,No Traits,,Red - Grin,No Traits,Headband,,Acid - Grin,6
11468,6,13923,18.49,https://solanart.io/search/?token=B3yxVX1dcevv97tWbrXciLMiYf5268qfMjbjvLM9ffuf,Yellow,No Traits,,Brown - Grin,Designer Glasses,No Traits,,No Traits,5
11469,24.690001,13293,0,https://solanart.io/search/?token=BHgAJXuh83TnGCtBYiKPXzr6eJtaYGUFFkfnYUC7ivd2,Black,No Traits,,Antique - Smirk,No Traits,Belt,,No Traits,6
11471,2.6,10938,60.92,https://solanart.io/search/?token=5dy2Wi8mcUGnr7itWs9PHPaEKVBxXNYiA26Gqcu3MYkL,Black,No Traits,,Black - Grin,No Traits,Road Cone,,Bone - Grin,4
11479,4.55,9166,46.42,https://solanart.io/search/?token=v3Z5bPah2JoV9Dv7kWUwUZwoLW111Np7eMqwcis9j52,Red,Hoodie,,Red - Smirk,No Traits,Boot,,Match Stick - Smirk,4
11485,49,12936,0,https://solanart.io/search/?token=GymZZWKapArvUfP5Xzq8cV2hRYV5eQrwPtxTKSFgsPr8,Black,No Traits,,Antique - Grin,No Traits,No Traits,,Lollipop - Grin,6
11492,249,4686,0,https://solanart.io/search/?token=3KVqKnsenuQFJSP3evT2EnBFkdqTfebKPugHfTZFBNG1,Black,Spacesuit,,Fox - Grin,No Traits,Trucker Cap,,No Traits,5
11499,68,3035,0,https://solanart.io/search/?token=9Kpc2smRQmy8kd73dSEBfJLxaUGXPzRzqsfXUFCkmgA7,Black,Hockey Pads,,Scarred Black - Smirk,Reading Glasses,Pirate Hat,,Burnt Spoon - Smirk,6
11517,2,11913,64.17,https://magiceden.io/item-details/CYuZHXStf151xypeMjFMUNKfrDtWhiKZnaaEMbapdy8T,Red,Fishing Vest,,Scarred Red - Grin,No Traits,Trucker Cap,,No Traits,4
11629,5,1860,62.55,https://solanart.io/search/?token=AoWizyf1QPqd8mjjaYx8L9kydP2MbrtTgCZubR1ezAcT,Green,Bandana,,Scarred Green - Grin,Designer Glasses,Boot,,Dynamite - Grin,4
11662,2.55,11191,60.71,https://solanart.io/search/?token=5sCWXgqazY6FaxiDP9vJEPzV8ZqiPD2Rk4aYCT1pCy8b,Green,No Traits,,Green - Smirk,No Traits,Paper Bag,,Burnt Spoon - Smirk,5
11664,5,14143,27.87,https://solanart.io/search/?token=6bZiTP7Feftup1CTLrwhrP4BVTRB22bAFVy8NgCFyme7,Black,No Traits,,Black - Smirk,No Traits,Trucker Cap,,No Traits,4
11673,7525,10978,0,https://solanart.io/search/?token=FvXA4iWrVaKmva32JLjfKREgUK6be6BDnuwiZV8xVmSt,Red,Singlet,,Red - Smirk,No Traits,Trucker Cap,,Rat Tail - Smirk,4
11710,69.690002,511,0,https://solanart.io/search/?token=54HvUqMuZWTGmdHtfbvnhRxh6Rexoh7XxAn2Ew6atojh,Purple,Spacesuit,,Purple - Grin,Reading Glasses,Cardboard Box,,Cigar - Grin,6
11775,60,6240,0,https://solanart.io/search/?token=CDvvnySCPQxRFrtoSZpEUktwnffzcsz6gVfj5J7wWMrW,Yellow,Spacesuit,,Brown - Grin,No Traits,No Traits,,Bone - Grin,5
11796,18,4246,0,https://solanart.io/search/?token=Bd3c3vg5SL4TfjxkcoDSZWjhZkUu8mSGedqzziMDTMjp,Purple,Vampire Cape,,Red - Grin,Designer Glasses,No Traits,,Lollipop - Grin,5
11797,3.9,11952,45.06,https://solanart.io/search/?token=X2ecBU4fm5kCTDvaU9kobQjLfgJVQ43aja84rXXS1XY,Purple,Chain,,Purple - Smirk,No Traits,Tamberine,,No Traits,5
11841,3.98,12571,42.51,https://solanart.io/search/?token=D9NmUdBs6Ddpk8ZJYN5fJNjYLaNJztLgNjecepo3beWm,Purple,No Traits,,Purple - Smirk,Designer Glasses,Takeout,,No Traits,5
11845,5,6376,49.8,https://solanart.io/search/?token=H6g6iAyonUZxnCzrRYGbUJZp9d7yiXLUqwmq4WfmVMbB,Black,Turtle Neck,,Black - Smirk,Swimming Goggles,No Traits,,Rat Tail - Smirk,6
11849,27,1913,0,https://solanart.io/search/?token=56JKeUSf7DH56FWXeQozhDvDpJR3Nmxbfq4Fa8DYFPkH,Yellow,Knitted Vest,,Antique - Smirk,Designer Glasses,Paper Bag,,Burnt Spoon - Smirk,5
11850,8,7448,16.77,https://solanart.io/search/?token=GJSui1gcgEtGYYxPTZpyxnruuSwUVDDyMS8p9C4HP857,Yellow,Mummy,,Scarred Purple - Smirk,No Traits,Trucker Cap,,Match Stick - Smirk,6
11854,4.5,3784,62.12,https://solanart.io/search/?token=AJkRj3KGLbWEm3WTYCcw5wiVprVaMWLN84NBPmzypN7D,Red,Hoodie,,Black - Smirk,Reading Glasses,Beret,,Burnt Spoon - Smirk,6
11870,5.69,13768,22.03,https://solanart.io/search/?token=stU2CL8vjtxuotAngtDyWy5tGprvcdc2aPVaA8RdR5X,Blue,No Traits,,Blue - Grin,No Traits,Belt,,No Traits,4
11894,1.9,9659,71.53,https://solanart.io/search/?token=2hG3WESBP95WKzDmktoiDxrjNZ7nZj83KEELJEhR3m6J,Purple,No Traits,,Purple - Smirk,Reading Glasses,Cardboard Box,,Rat Tail - Smirk,6
11937,13,7502,0,https://solanart.io/search/?token=CEp6ZVVMdKApvFxEJwdxMvwJYYQkeB8esv9E9yJjWQaD,Purple,No Traits,,Scarred Purple - Smirk,No Traits,Pot,,Joint - Smirk,6
11965,2.13,12232,61.97,https://solanart.io/search/?token=CDLSX7V7yGgwhzaZtDzbPVemLGuuGoqFGT4ophtN6Ekd,Red,No Traits,,Red - Smirk,No Traits,Belt,,Bird Foot - Smirk,4
11966,100,9111,0,https://solanart.io/search/?token=DKbUtHAxaGasq3a65eR7VAohy2gZ68UM46mYDGeGB1x3,Yellow,Dress Shirt,,Brown - Grin,Designer Glasses,Ice Cream,,No Traits,4
11968,7,13318,10.2,https://solanart.io/search/?token=2wgrHiTbfr55wQDcyUhYwmtvCqoFiPQ8AHtfMsfMWbD7,Yellow,No Traits,,Scarred Brown - Smirk,No Traits,Paper Bag,,No Traits,5
11993,30,589,0,https://solanart.io/search/?token=4ZvH22X7Vo4ffLWtBV4oUSGecsHyEiNqDno6WjbA38Lk,Black,Mummy,,Antique - Smirk,Trash Vipers,Pandas Pickles,,Cigarette - Smirk,4
12064,7,6742,28.77,https://solanart.io/search/?token=HMCpWeZFVMrJWEKHqXkctqZNjUYzWyFZXrRepmxMzCBT,Red,Mummy,,Red - Smirk,No Traits,Headband,,Rat Tail - Smirk,4
12097,10,1990,12.18,https://solanart.io/search/?token=A9S49Ry9TUVtFD8hqcsmPXXtshFJYif2PXzD86Us1MM7,Yellow,Turtle Neck,,Scarred Brown - Grin,Designer Glasses,Road Cone,,Acid - Grin,4
12121,15,5497,0,https://solanart.io/search/?token=8U5EcTvoMxm7i7HhE5t94zb1FAWvR8LoSMM3au69n1Rj,Blue,Engineer,,Blue - Smirk,No Traits,Beret,,Cigarette - Smirk,4
12124,21,1421,0,https://solanart.io/search/?token=BkX6bvZdHd1NqDdd4qq8zgdMLQ9S8xzaKoaoVd2mChdv,Yellow,Hockey Pads,,Scarred Brown - Grin,Swimming Goggles,Tamberine,,Lollipop - Grin,4
12128,8.69,5916,14.2,https://solanart.io/search/?token=85rZQCMkpt3Cb1UKEVFpX6jUoi7z2stXcnaYRJDfJ7aU,Black,Slav Jacket,,Black - Smirk,Designer Glasses,No Traits,,Match Stick - Smirk,6
12131,18,14149,0,https://solanart.io/search/?token=AP4jDi397Q8JaJBr2yRmzw2hWZYKkkwUaqshKEykqwwT,Green,Knitted Vest,,Green - Smirk,No Traits,No Traits,,No Traits,4
12132,2.18,6813,76.77,https://solanart.io/search/?token=5bvuby1R8DnmHXDgQakVW93v81yKSe4hnR6ufPQYnpcT,Red,Football Jersey - Blue/White,,Scarred Red - Smirk,No Traits,Trucker Cap,,Bird Foot - Smirk,4
12134,8.9,5241,14,https://solanart.io/search/?token=7xuPcoTmoDaG1ZE8R999uWj1jMUwURSFAom2NWRyFMkm,Red,Singlet,,Brown - Smirk,Reading Glasses,Pot,,Bird Foot - Smirk,4
12136,17,11971,0,https://solanart.io/search/?token=B23NuT4i6iMhiTCDkunMKSHyyExsdayh52QQSYzTZ42D,Green,Dress Shirt,,Scarred Brown - Grin,No Traits,Degen Service Hat,,No Traits,4
12141,8.8,8723,5.17,https://solanart.io/search/?token=FL19NRMjr2rQjv4XqaHVxSPGDfCdjqJ323s8WznZ5u1u,Yellow,Hockey Pads,,Brown - Smirk,Designer Glasses,No Traits,,Bird Foot - Smirk,4
12143,10,8865,0,https://solanart.io/search/?token=ATQtNyWrbQMCvqfV6jtaMht2iQY1cD8ADbHNrMcR7Nwd,Yellow,Dress Shirt,,Brown - Smirk,No Traits,Road Cone,,Rat Tail - Smirk,4
12147,21,1973,0,https://solanart.io/search/?token=FSWjLtepWyZmcB7kiJLEiCYdneWj82CRXgqvhxjdtNaW,Yellow,Fishing Vest,,Scarred Brown - Smirk,Designer Glasses,Sock,,Match Stick - Smirk,4
12152,21,4420,0,https://solanart.io/search/?token=HYixT99jfkEHXdYauPQApVbfDUmLCrU4ivFJAmqH76XB,Purple,Toga,,Scarred Purple - Grin,Swimming Goggles,No Traits,,No Traits,4
12182,2.69,7726,69.09,https://solanart.io/search/?token=6ShfSiJA3iv2MEmyd2SumHA2kaWdiYnjBuxUuyXGVaCA,Black,Knitted Vest,,Scarred Black - Smirk,No Traits,Road Cone,,Burnt Spoon - Smirk,4
12186,5,5962,50.97,https://alpha.art/t/4W1W34R6PfAwzTeWcRuAmbGKWGjtqrUwY3QKGSsjagyY,Green,Overalls,,Scarred Green - Smirk,No Traits,Colander,,Match Stick - Smirk,5
12206,55,5174,0,https://solanart.io/search/?token=2jCG26mrdCNMGKQzdG8uueNfB3o3hZaHRE8JEELfM4Vx,Green,Blouse,,Green - Smirk,No Traits,Boot,,No Traits,6
12208,35,5140,0,https://solanart.io/search/?token=4vmG8dFm4UjtunrDLE1ejNnrcHqvS9AebrCbHhpC9mQB,Purple,Blouse,,Scarred Red - Smirk,No Traits,Degen Service Hat,,No Traits,6
12212,5,12027,33.85,https://alpha.art/t/25VGH3esDpDfERhvhGxDgmPwrf6bTxQY8WKKT8dgr72A,Yellow,Football Jersey - Blue/White,,Brown - Grin,No Traits,Trash Lid,,No Traits,5
12218,5,3125,58.98,https://solanart.io/search/?token=CBJSj5gUq98vKfwdxFftrfA6TqnzYdFFE5W2ydmNA4Fu,Green,Football Jersey - Blue/White,,Green - Grin,Reading Glasses,Paint Can,,Bone - Grin,4
12233,5,999,64.98,https://solanart.io/search/?token=5ERndb5cBuyo67wTnsMjPSqkqYcymZ7J2G5FhKdKy1zD,Yellow,Hockey Pads,,Brown - Grin,Star Glasses,Plunger,,Acid - Grin,6
12236,2,2894,89.63,https://solanart.io/search/?token=BRZy1tSJD8yLBjL4yq5nbuLBDovWVSwqbCjrDGZdKkjW,Red,Knitted Vest,,Red - Grin,Reading Glasses,Belt,,Dynamite - Grin,4
12251,10,13071,0,https://solanart.io/search/?token=4SxkReWnvYBUJKBN45NQxruoA5umBDhov4Gv8XXz6bk2,Purple,Fishing Vest,,Brown - Smirk,No Traits,Cardboard Box,,No Traits,5
12257,8,698,35.83,https://solanart.io/search/?token=E2iGh2SyP5CKg9VuPwT5P4FtAwSPiAtJwaY1cYbz2wE5,Red,Fairy Wings,,Red - Grin,Swimming Goggles,Ice Cream,,Dynamite - Grin,5
12264,9.99,10523,0,https://solanart.io/search/?token=Ft3RFfbJjS4ziusxBDzvuavTu9oTCgSJMkzXhWpckA7s,Red,Turtle Neck,,Red - Smirk,No Traits,Cardboard Box,,Bird Foot - Smirk,4
12276,3.8,8493,55.82,https://solanart.io/search/?token=Eg6xavPPwuTXbcBbnAPFbeP3LeqKdQPdmQ7ZVkpb9Skg,Green,Leather Jacket,,Green - Smirk,No Traits,Plunger,,Bird Foot - Smirk,4
12281,3.4,1455,79.69,https://solanart.io/search/?token=FkNf6Z6z3EoDhB9JVQJMAWVmQ31BqaLDH4KDDGTCw4yE,Black,Bumbag,,Black - Grin,Swimming Goggles,Paint Can,,Dynamite - Grin,4
12291,23.420691,3798,0,https://solanart.io/search/?token=AZyNRfrev3aebsTb7tUYYJ6MXSesjpt99gcbZen9ot7x,Purple,Down Jacket,,Scarred Purple - Smirk,No Traits,Paint Can,,Cigarette - Smirk,5
12293,10,1554,13.41,https://solanart.io/search/?token=6nqm1w3egHAHUeUUYtvAWmWwiyGoa4PoX735X1fy7gu,Red,Fairy Wings,,Red - Grin,Reading Glasses,No Traits,,Dirty Fiat - Grin,4
12295,6.5,3030,44.25,https://alpha.art/t/GU2mHBgmh3dXUSRzqhyuV8LiRmbTgDmfD8QhbkrP5cjD,Red,Turtle Neck,,Scarred Red - Smirk,Trash Vipers,Paint Can,,Match Stick - Smirk,6
12310,42,10836,0,https://solanart.io/search/?token=8KCeKXxWAZkL2jb4qBCWNrxjthpmpNZMCL1aaq8wUNLT,Blue,Tweed Suit,,Red - Grin,No Traits,No Traits,,No Traits,4
12319,8.99,2963,19.54,https://solanart.io/search/?token=BkxXwTeyKD5M9mLCq4xKSh5BXg8hFETgxFFyx2Hxvb44,Black,Fishing Vest,,Fox - Smirk,No Traits,Paint Can,,Joint - Smirk,6
12335,8.8,3174,20.84,https://solanart.io/search/?token=GGzAFj2S2Y2eM3q8Nzs1aLZr43LS36mSLaZwD5yEsS9X,Red,Singlet,,Red - Smirk,Snow Goggles,No Traits,,Rat Tail - Smirk,4
12355,16.9,2664,0,https://solanart.io/search/?token=FhmRJNf3M8HjJDUc5oy4c8GaEraCudLaZwbHuj73FgwP,Yellow,Designer Jacket,,Scarred Brown - Grin,No Traits,Pandas Pickles,,Bone - Grin,5
12384,33,1394,0,https://solanart.io/search/?token=6t34qCWgEj1zK8ZYn7JpfjNCjFkDdgiBxzB2xs3ozpzn,Black,Fishing Vest,,Fox - Grin,No Traits,Paper Bag,,Cigar - Grin,4
12468,7.7,12422,5.73,https://solanart.io/search/?token=HJJ1A4oNzu5XoV9YhsjM9jdKTBNtcL6nccroCGFNc95y,Blue,Football Jersey - Blue/White,,Blue - Smirk,No Traits,Trucker Cap,,No Traits,5
12473,9.98,9842,0,https://solanart.io/search/?token=A5zs6mq9Wozm69JFK3B3XThgcLAgTykvGm8ZepzTRTYQ,Black,Dress Shirt,,Scarred Black - Smirk,No Traits,Cardboard Box,,Match Stick - Smirk,5
12482,4.5,2449,65.89,https://solanart.io/search/?token=4PXo2UqUHMbxA1Yb3szyYqYYjUrefEwRDLoQFLo4mdJu,Red,Bandana,,Red - Grin,Snow Goggles,No Traits,,Bone - Grin,5
12503,4.5,5404,57.54,https://solanart.io/search/?token=2cNdRTnSQjGbG2FSYqAmuz3WqEACCPixs54Mb3tKc2Bg,Black,No Traits,,Scarred Black - Smirk,Reading Glasses,Pot,,Crayon Shiv - Smirk,6
12508,15,11343,0,https://solanart.io/search/?token=ECqL5MRZ5U2xnHkJUM4cZXWkuoKUF7axgbz85s6er3bw,Black,No Traits,,Fox - Smirk,No Traits,Tamberine,,Rat Tail - Smirk,5
